"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2019,"RB Leipzig","Bundesliga","team",23,34,63,490,172,35.1,14.41,5.06,0.12,0.34,16.6,18,5,7,65.7,60.2,0.13,-2.7,-2.2,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats"
2019,"RB Leipzig","Bundesliga","opponent",23,34,28,314,116,36.9,9.24,3.41,0.07,0.2,16.8,10,5,6,40.5,35.8,0.12,-12.5,-12.8,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats"
2019,"Rayo Vallecano","La Liga","team",29,38,40,453,144,31.8,11.92,3.79,0.08,0.24,19.3,22,5,5,48.7,44.8,0.1,-8.7,-9.8,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats"
2019,"Rayo Vallecano","La Liga","opponent",29,38,69,437,171,39.1,11.5,4.5,0.14,0.36,17.3,25,7,11,60,51.5,0.12,9,10.5,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats"
2019,"Real Madrid","La Liga","team",27,38,61,585,203,34.7,15.39,5.34,0.09,0.26,17.7,19,9,9,66.7,60.2,0.11,-5.7,-8.2,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats"
2019,"Real Madrid","La Liga","opponent",27,38,46,380,131,34.5,10,3.45,0.11,0.31,18.3,15,6,8,47.1,41.7,0.12,-1.1,-1.7,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats"
2019,"Real Sociedad","La Liga","team",30,38,44,418,133,31.8,11,3.5,0.09,0.27,18.5,16,8,10,49.7,42.2,0.1,-5.7,-6.2,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats"
2019,"Real Sociedad","La Liga","opponent",30,38,44,443,139,31.4,11.66,3.66,0.09,0.3,17.8,18,2,3,48.6,46.1,0.11,-4.6,-4.1,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats"
2019,"Reims","Ligue 1","team",27,38,39,404,132,32.7,10.63,3.47,0.09,0.28,18.5,14,2,2,38.1,36.5,0.09,0.9,0.5,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats"
2019,"Reims","Ligue 1","opponent",27,38,40,441,143,32.4,11.61,3.76,0.07,0.23,19.4,26,7,7,45,39.5,0.09,-5,-6.5,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats"
2019,"Rennes","Ligue 1","team",28,38,52,461,147,31.9,12.13,3.87,0.1,0.31,19,48,7,10,55.6,47.8,0.11,-3.6,-2.8,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats"
2019,"Rennes","Ligue 1","opponent",28,38,51,472,153,32.4,12.42,4.03,0.1,0.31,18.4,18,4,5,47.6,43.7,0.1,3.4,3.3,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats"
2019,"Roma","Serie A","team",26,38,65,616,210,34.1,16.21,5.53,0.1,0.28,17.1,15,6,6,64.4,59.6,0.1,0.6,-0.6,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
2019,"Roma","Serie A","opponent",26,38,47,535,159,29.7,14.08,4.18,0.08,0.27,19.3,20,4,7,52.1,46.6,0.09,-5.1,-3.6,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
2019,"SPAL","Serie A","team",28,38,44,454,129,28.4,11.95,3.39,0.08,0.29,18.2,15,7,8,43.9,37.7,0.08,0.1,-0.7,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
2019,"SPAL","Serie A","opponent",28,38,56,538,171,31.8,14.16,4.5,0.09,0.3,18.8,18,5,5,51.3,47.3,0.09,4.7,3.7,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
2019,"Saint-Étienne","Ligue 1","team",29,38,56,493,166,33.7,12.97,4.37,0.1,0.31,18.2,18,5,5,56.7,52.7,0.12,-0.7,-1.7,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
2019,"Saint-Étienne","Ligue 1","opponent",29,38,40,464,145,31.3,12.21,3.82,0.07,0.23,18.6,14,7,9,50.4,43.6,0.1,-10.4,-10.6,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
2019,"Sampdoria","Serie A","team",24,38,60,475,166,34.9,12.5,4.37,0.11,0.3,19.9,20,10,12,50.5,41.8,0.09,9.5,8.2,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
2019,"Sampdoria","Serie A","opponent",24,38,50,507,141,27.8,13.34,3.71,0.08,0.3,18.2,16,7,8,55,48.8,0.1,-5,-5.8,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
2019,"Sassuolo","Serie A","team",29,38,50,507,150,29.6,13.34,3.95,0.09,0.3,19.8,21,5,5,48.5,44.6,0.09,1.5,0.4,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Sassuolo","Serie A","opponent",29,38,58,481,160,33.3,12.66,4.21,0.11,0.34,17.1,18,4,8,57.4,51.1,0.11,0.6,2.9,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Schalke 04","Bundesliga","team",32,34,37,407,122,30,11.97,3.59,0.07,0.25,18.4,18,7,9,45.6,39,0.1,-8.6,-9,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Schalke 04","Bundesliga","opponent",32,34,54,459,160,34.9,13.5,4.71,0.11,0.31,19.1,28,5,6,50.1,45.4,0.1,3.9,3.6,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Sevilla","La Liga","team",27,38,60,524,167,31.9,13.79,4.39,0.1,0.33,17.2,11,5,6,66.6,61.8,0.12,-6.6,-6.8,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Sevilla","La Liga","opponent",27,38,47,452,149,33,11.89,3.92,0.09,0.28,18.9,20,6,7,45.4,39.9,0.09,1.6,1.1,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Southampton","Premier League","team",30,38,44,479,155,32.4,12.61,4.08,0.08,0.26,18.9,20,4,5,46.9,43.4,0.1,-2.9,-3.4,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Southampton","Premier League","opponent",30,38,62,519,172,33.1,13.66,4.53,0.12,0.35,17.7,12,2,3,55.1,52.9,0.1,6.9,7.1,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Strasbourg","Ligue 1","team",26,38,57,396,144,36.4,10.42,3.79,0.13,0.36,19.2,11,5,7,41.3,35.8,0.09,15.7,16.2,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Strasbourg","Ligue 1","opponent",26,38,47,489,140,28.6,12.87,3.68,0.08,0.29,18.4,27,7,9,51.2,44.1,0.09,-4.2,-4.1,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Stuttgart","Bundesliga","team",26,34,32,407,113,27.8,11.97,3.32,0.08,0.27,18.2,16,1,1,38,37.3,0.09,-6,-6.3,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Stuttgart","Bundesliga","opponent",26,34,66,524,177,33.8,15.41,5.21,0.12,0.36,17.9,28,2,3,58.2,55.8,0.11,7.8,8.2,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Torino","Serie A","team",25,38,50,513,175,34.1,13.5,4.61,0.09,0.26,18.7,26,5,6,46.6,41.9,0.08,3.4,3.1,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Torino","Serie A","opponent",25,38,37,470,140,29.8,12.37,3.68,0.07,0.24,18.1,12,3,5,47.7,43.7,0.1,-10.7,-9.7,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Tottenham","Premier League","team",28,38,66,533,182,34.1,14.03,4.79,0.12,0.34,18.1,23,4,4,54.9,51.8,0.1,11.1,10.2,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Tottenham","Premier League","opponent",28,38,36,456,151,33.1,12,3.97,0.07,0.22,17.4,13,3,5,47.1,43,0.1,-11.1,-10,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Toulouse","Ligue 1","team",29,38,35,422,119,28.2,11.11,3.13,0.07,0.24,18.8,19,7,11,45.7,37.1,0.09,-10.7,-9.1,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Toulouse","Ligue 1","opponent",29,38,56,564,172,30.5,14.84,4.53,0.09,0.3,19.3,33,5,6,56.4,51.6,0.09,-0.4,-0.6,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Udinese","Serie A","team",31,38,37,455,119,26.2,11.97,3.13,0.07,0.29,20.7,12,3,8,42.5,36,0.08,-5.5,-2,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
2019,"Udinese","Serie A","opponent",31,38,52,611,173,28.3,16.08,4.55,0.07,0.25,18.3,21,9,9,59.7,52.9,0.09,-7.7,-9.9,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
2019,"Valencia","La Liga","team",25,38,50,470,157,33.4,12.37,4.13,0.1,0.29,17.3,18,5,7,60.7,55.2,0.12,-10.7,-10.2,"https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats"
2019,"Valencia","La Liga","opponent",25,38,33,476,144,30.3,12.53,3.79,0.05,0.18,19.6,31,7,8,42.9,36.7,0.08,-9.9,-10.7,"https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats"
2019,"Valladolid","La Liga","team",28,38,31,406,125,30.8,10.68,3.29,0.07,0.22,19.5,24,4,7,41.1,35.6,0.09,-10.1,-8.6,"https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats"
2019,"Valladolid","La Liga","opponent",28,38,50,483,146,30.2,12.71,3.84,0.09,0.3,17.5,18,6,9,58.5,51.7,0.11,-8.5,-7.7,"https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats"
2019,"Villarreal","La Liga","team",26,38,47,488,169,34.6,12.84,4.45,0.09,0.26,17.3,8,3,6,53.9,50,0.1,-6.9,-6,"https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats"
2019,"Villarreal","La Liga","opponent",26,38,49,549,181,33,14.45,4.76,0.08,0.25,17.8,20,3,5,55,51.1,0.09,-6,-5.1,"https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats"
2019,"Watford","Premier League","team",25,38,51,436,148,33.9,11.47,3.89,0.11,0.34,17.3,22,1,1,48.2,47.5,0.11,2.8,2.5,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Watford","Premier League","opponent",25,38,56,486,175,36,12.79,4.61,0.11,0.3,16.9,18,4,5,59.2,55.3,0.12,-3.2,-3.3,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Werder Bremen","Bundesliga","team",24,34,57,467,170,36.4,13.74,5,0.11,0.31,17.6,11,4,4,49.8,46.7,0.1,7.2,6.3,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"Werder Bremen","Bundesliga","opponent",24,34,49,470,153,32.6,13.82,4.5,0.1,0.29,17.3,19,4,5,56.1,52.5,0.11,-7.1,-7.5,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"West Ham","Premier League","team",26,38,51,436,149,34.2,11.47,3.92,0.11,0.31,17.2,17,5,5,47.6,43.8,0.1,3.4,2.2,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"West Ham","Premier League","opponent",26,38,54,523,193,36.9,13.76,5.08,0.1,0.26,17.1,19,4,5,61.9,58,0.12,-7.9,-8,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"Wolfsburg","Bundesliga","team",25,34,59,420,159,37.9,12.35,4.68,0.13,0.34,17.7,15,5,5,47.6,43.8,0.11,11.4,10.2,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolfsburg","Bundesliga","opponent",25,34,50,441,154,34.9,12.97,4.53,0.1,0.3,18.3,17,4,6,48.3,44.1,0.1,1.7,1.9,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolves","Premier League","team",21,38,46,473,144,30.4,12.45,3.79,0.09,0.29,17.7,12,4,4,52.1,49,0.11,-6.1,-7,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2019,"Wolves","Premier League","opponent",21,38,42,459,138,30.1,12.08,3.63,0.08,0.28,19,19,3,4,42.1,39,0.09,-0.1,0,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2020,"Alavés","La Liga","team",32,38,34,307,98,31.9,8.08,2.58,0.09,0.29,16.7,11,6,6,39.3,34.7,0.12,-5.3,-6.7,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Alavés","La Liga","opponent",32,38,59,458,146,31.9,12.05,3.84,0.1,0.32,18.5,29,12,15,57.8,46.3,0.1,1.2,0.7,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Amiens","Ligue 1","team",27,28,30,229,77,33.6,8.18,2.75,0.12,0.35,19.3,13,3,5,27.4,23.4,0.1,2.6,3.6,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Amiens","Ligue 1","opponent",27,28,49,409,141,34.5,14.61,5.04,0.12,0.34,19.4,21,1,1,39.3,38.6,0.1,9.7,9.4,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Angers","Ligue 1","team",26,28,27,363,113,31.1,12.96,4.04,0.07,0.23,19.2,16,1,1,29.3,28.5,0.08,-2.3,-2.5,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Angers","Ligue 1","opponent",26,28,33,265,87,32.8,9.46,3.11,0.11,0.34,18.6,13,3,3,28.4,26.1,0.1,4.6,3.9,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Arsenal","Premier League","team",29,38,56,403,146,36.2,10.61,3.84,0.13,0.36,16.4,19,3,3,47,44.6,0.11,9,8.4,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Arsenal","Premier League","opponent",29,38,48,545,185,33.9,14.34,4.87,0.08,0.22,18.2,19,7,8,55.3,48.9,0.09,-7.3,-7.9,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Aston Villa","Premier League","team",28,38,40,453,147,32.5,11.92,3.87,0.09,0.27,17.5,21,1,3,44.3,41.8,0.09,-4.3,-2.8,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Aston Villa","Premier League","opponent",28,38,66,602,176,29.2,15.84,4.63,0.1,0.35,16.8,21,5,6,67.8,63,0.11,-1.8,-2,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Atalanta","Serie A","team",30,38,96,700,256,36.6,18.42,6.74,0.13,0.35,17.3,31,7,10,83.5,75.6,0.11,12.5,13.4,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Atalanta","Serie A","opponent",30,38,45,413,133,32.2,10.87,3.5,0.09,0.29,20.5,25,6,6,41.3,36.6,0.09,3.7,2.4,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Athletic Club","La Liga","team",26,38,40,401,126,31.4,10.55,3.32,0.08,0.25,18.8,16,8,10,41.5,33.8,0.09,-1.5,-1.8,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Athletic Club","La Liga","opponent",26,38,36,386,123,31.9,10.16,3.24,0.08,0.25,17.8,26,5,7,48.8,43.7,0.12,-12.8,-12.7,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Atlético Madrid","La Liga","team",30,38,50,440,136,30.9,11.58,3.58,0.1,0.32,17.3,14,6,8,56.8,50.6,0.12,-6.8,-6.6,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Atlético Madrid","La Liga","opponent",30,38,24,412,109,26.5,10.84,2.87,0.05,0.19,19.8,19,3,4,32.5,29.5,0.07,-8.5,-8.5,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Augsburg","Bundesliga","team",28,34,45,358,129,36,10.53,3.79,0.12,0.33,19,24,3,5,43.1,39.1,0.11,1.9,2.9,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Augsburg","Bundesliga","opponent",28,34,60,474,154,32.5,13.94,4.53,0.13,0.39,17.6,19,0,1,56.6,55.8,0.12,3.4,4.2,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Barcelona","La Liga","team",28,38,84,488,213,43.6,12.84,5.61,0.16,0.37,17.4,46,6,6,66.3,61.7,0.13,17.7,16.3,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Barcelona","La Liga","opponent",28,38,38,364,112,30.8,9.58,2.95,0.09,0.29,19.2,16,6,7,38.3,32.9,0.09,-0.3,-0.9,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Bayern Munich","Bundesliga","team",29,34,97,609,243,39.9,17.91,7.15,0.15,0.37,16.5,13,6,6,89.5,84.8,0.14,7.5,6.2,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Bayern Munich","Bundesliga","opponent",29,34,31,312,109,34.9,9.18,3.21,0.09,0.26,17.6,12,3,4,37.9,34.8,0.12,-6.9,-6.8,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Betis","La Liga","team",27,38,48,471,152,32.3,12.39,4,0.09,0.28,18.4,20,6,8,51,45.2,0.1,-3,-3.2,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Betis","La Liga","opponent",27,38,59,437,143,32.7,11.5,3.76,0.11,0.34,17.8,18,11,11,54.8,46.2,0.11,4.2,1.8,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Bologna","Serie A","team",31,38,48,549,160,29.1,14.45,4.21,0.08,0.27,18.8,29,5,6,56.9,52.2,0.1,-8.9,-9.2,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bologna","Serie A","opponent",31,38,64,531,182,34.3,13.97,4.79,0.11,0.32,18.6,23,6,8,54.8,48.5,0.09,9.2,9.5,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bordeaux","Ligue 1","team",26,28,40,308,106,34.4,11,3.79,0.12,0.36,19.8,21,2,2,30.4,28.8,0.09,9.6,9.2,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bordeaux","Ligue 1","opponent",26,28,33,357,105,29.4,12.75,3.75,0.09,0.3,19,10,2,3,36.9,34.6,0.1,-3.9,-3.6,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bournemouth","Premier League","team",27,38,38,385,117,30.4,10.13,3.08,0.09,0.29,17.3,21,4,4,44.8,41.7,0.11,-6.8,-7.7,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Bournemouth","Premier League","opponent",27,38,65,552,186,33.7,14.53,4.89,0.11,0.32,17.9,16,5,6,62.3,57.6,0.11,2.7,2.4,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Brescia","Serie A","team",32,38,34,414,138,33.3,10.89,3.63,0.07,0.22,17.9,32,4,4,43.4,40.2,0.1,-9.4,-10.2,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brescia","Serie A","opponent",32,38,76,685,226,33,18.03,5.95,0.1,0.3,17.4,23,9,11,74.5,66.2,0.1,1.5,0.8,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brest","Ligue 1","team",24,28,32,320,97,30.3,11.43,3.46,0.1,0.32,19.2,7,1,5,30.7,26.8,0.08,1.3,4.2,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brest","Ligue 1","opponent",24,28,37,407,137,33.7,14.54,4.89,0.08,0.24,17.6,18,4,6,45.5,40.8,0.1,-8.5,-7.8,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brighton","Premier League","team",25,38,35,460,139,30.2,12.11,3.66,0.07,0.24,17.6,11,1,2,45.4,43.8,0.1,-10.4,-9.8,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Brighton","Premier League","opponent",25,38,52,496,166,33.5,13.05,4.37,0.1,0.3,16.3,20,2,2,55,53.4,0.11,-3,-3.4,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Burnley","Premier League","team",22,38,41,384,124,32.3,10.11,3.26,0.1,0.31,16.4,18,3,3,47.4,45.3,0.12,-6.4,-7.3,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Burnley","Premier League","opponent",22,38,49,534,162,30.3,14.05,4.26,0.08,0.28,18.3,22,4,5,49.8,45.8,0.09,-0.8,-0.8,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Cagliari","Serie A","team",33,38,50,438,136,31.1,11.53,3.58,0.11,0.34,19.5,16,4,6,41.8,37.1,0.09,8.2,8.9,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Cagliari","Serie A","opponent",33,38,53,607,187,30.8,15.97,4.92,0.08,0.25,18.1,34,7,9,59,52.7,0.09,-6,-6.7,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Celta Vigo","La Liga","team",30,38,37,359,131,36.5,9.45,3.45,0.09,0.24,18.8,23,6,9,39.2,32.4,0.09,-2.2,-1.4,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Celta Vigo","La Liga","opponent",30,38,49,439,144,32.8,11.55,3.79,0.1,0.31,18.5,17,5,5,45.3,41.4,0.1,3.7,2.6,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Chelsea","Premier League","team",27,38,69,618,210,34,16.26,5.53,0.1,0.3,16.6,29,7,7,69.2,64.4,0.11,-0.2,-2.4,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Chelsea","Premier League","opponent",27,38,51,320,113,35.3,8.42,2.97,0.15,0.43,16.5,15,2,2,38.6,37,0.12,12.4,12,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Crystal Palace","Premier League","team",25,38,29,373,115,30.8,9.82,3.03,0.07,0.23,17,15,3,3,35.8,33.6,0.09,-6.8,-7.6,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Crystal Palace","Premier League","opponent",25,38,48,511,172,33.7,13.45,4.53,0.09,0.28,17.1,25,0,1,57,56.2,0.11,-9,-8.2,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Dijon","Ligue 1","team",28,28,26,335,100,29.9,11.96,3.57,0.07,0.25,18.7,11,1,1,30.5,29.9,0.09,-4.5,-4.9,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dijon","Ligue 1","opponent",28,28,35,396,127,32.1,14.14,4.54,0.09,0.27,18.4,13,1,1,38.4,37.6,0.1,-3.4,-3.6,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dortmund","Bundesliga","team",27,34,84,442,188,42.5,13,5.53,0.19,0.44,16.7,14,2,2,61,59.5,0.14,23,22.5,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Dortmund","Bundesliga","opponent",27,34,38,349,99,28.4,10.26,2.91,0.1,0.35,18.3,13,3,3,40.9,38.6,0.11,-2.9,-3.6,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Düsseldorf","Bundesliga","team",28,34,36,424,114,26.9,12.47,3.35,0.08,0.28,20,20,4,4,35.9,32.7,0.08,0.1,-0.7,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Düsseldorf","Bundesliga","opponent",28,34,63,463,172,37.1,13.62,5.06,0.13,0.35,17.4,21,3,5,60.7,57.5,0.13,2.3,2.5,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Eibar","La Liga","team",26,38,38,419,132,31.5,11.03,3.47,0.07,0.23,18.9,21,7,10,42,34.2,0.08,-4,-3.2,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eibar","La Liga","opponent",26,38,55,374,132,35.3,9.84,3.47,0.14,0.39,17.2,15,4,6,53,48.4,0.13,2,2.6,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eint Frankfurt","Bundesliga","team",27,34,57,500,170,34,14.71,5,0.11,0.32,16.7,16,2,2,59.5,58,0.12,-2.5,-3,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Eint Frankfurt","Bundesliga","opponent",27,34,58,438,171,39,12.88,5.03,0.13,0.32,18.2,20,3,3,49.9,47.6,0.11,8.1,7.4,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Espanyol","La Liga","team",31,38,25,407,120,29.5,10.71,3.16,0.05,0.18,19.1,20,4,4,38.6,35.6,0.09,-13.6,-14.6,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Espanyol","La Liga","opponent",31,38,56,438,156,35.6,11.53,4.11,0.11,0.32,18.7,22,6,7,51,45.8,0.11,5,4.2,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Everton","Premier League","team",24,38,42,468,159,34,12.32,4.18,0.09,0.26,16.4,20,1,1,50.8,50,0.11,-8.8,-9,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Everton","Premier League","opponent",24,38,53,423,144,34,11.13,3.79,0.12,0.35,17.1,23,3,4,48.3,45.2,0.11,4.7,4.8,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Fiorentina","Serie A","team",33,38,48,538,170,31.6,14.16,4.47,0.07,0.23,18.2,23,9,11,53.6,45.4,0.09,-5.6,-6.4,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
