"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","Url"
2020,"Angers","Ligue 1","team",26,28,28,2520,90,100,28,308,84,NA,80,23,116,1.39,28,33,-5,-0.18,29.3,28.4,0.9,0.03,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Angers","Ligue 1","opponent",26,26.2,28,2520,90,100,28,308,84,229,79,20,117,1.39,33,28,5,0.18,28.4,29.3,-0.9,-0.03,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Arsenal","Premier League","team",29,25.8,38,3420,90,100,38,418,83,NA,123,21,163,1.47,56,48,8,0.21,47,55.3,-8.3,-0.22,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Arsenal","Premier League","opponent",29,26.6,38,3420,90,100,38,418,83,NA,110,20,176,1.16,48,56,-8,-0.21,55.3,47,8.3,0.22,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Aston Villa","Premier League","team",28,25.7,38,3420,90,100,38,418,84,NA,113,22,173,0.92,41,67,-26,-0.68,44.3,67.8,-23.5,-0.62,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Aston Villa","Premier League","opponent",28,26.6,38,3420,90,100,38,418,84,NA,118,19,168,1.87,67,41,26,0.68,67.8,44.3,23.5,0.62,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Atalanta","Serie A","team",30,27.2,38,3420,90,100,38,418,82,NA,134,23,268,2.05,98,48,50,1.32,83.5,41.3,42.2,1.11,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Atalanta","Serie A","opponent",30,27,38,3420,90,100,38,418,82,NA,130,22,301,0.71,48,98,-50,-1.32,41.3,83.5,-42.2,-1.11,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Athletic Club","La Liga","team",26,26.7,38,3420,90,100,38,418,83,NA,130,21,189,1.34,41,38,3,0.08,41.5,48.8,-7.3,-0.19,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Athletic Club","La Liga","opponent",26,27.1,38,3420,90,100,38,418,83,NA,131,21,187,1.34,38,41,-3,-0.08,48.8,41.5,7.3,0.19,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Atlético Madrid","La Liga","team",30,26.1,38,3420,90,100,38,418,82,NA,130,23,187,1.84,51,27,24,0.63,56.8,32.5,24.4,0.64,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Atlético Madrid","La Liga","opponent",30,27.4,38,3420,90,100,38,418,82,NA,131,21,186,0.74,27,51,-24,-0.63,32.5,56.8,-24.4,-0.64,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Augsburg","Bundesliga","team",28,26.2,34,3060,90,100,34,374,84,NA,111,19,193,1.06,45,63,-18,-0.53,43.1,56.6,-13.5,-0.4,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Augsburg","Bundesliga","opponent",28,25.9,34,3060,90,100,34,374,84,NA,111,23,189,1.68,63,45,18,0.53,56.6,43.1,13.5,0.4,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Barcelona","La Liga","team",28,27.8,38,3420,90,100,38,418,83,NA,123,22,183,2.16,86,38,48,1.26,66.3,38.3,28,0.74,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Barcelona","La Liga","opponent",28,27,38,3420,90,100,38,418,83,NA,132,24,186,0.66,38,86,-48,-1.26,38.3,66.3,-28,-0.74,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Bayern Munich","Bundesliga","team",29,26.7,34,3060,90,100,34,374,84,NA,104,21,163,2.41,100,32,68,2,89.5,37.9,51.6,1.52,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Bayern Munich","Bundesliga","opponent",29,26,34,3060,90,100,34,374,84,NA,119,24,179,0.47,32,100,-68,-2,37.9,89.5,-51.6,-1.52,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Betis","La Liga","team",27,27.5,38,3420,90,100,38,418,83,NA,132,20,182,1.08,48,60,-12,-0.32,51,54.8,-3.7,-0.1,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Betis","La Liga","opponent",27,27,38,3420,90,100,38,418,83,NA,133,21,177,1.63,60,48,12,0.32,54.8,51,3.7,0.1,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Bologna","Serie A","team",31,27.2,38,3420,90,100,38,418,83,NA,136,20,274,1.24,52,65,-13,-0.34,56.9,54.8,2,0.05,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bologna","Serie A","opponent",31,26.9,38,3420,90,100,38,418,83,NA,130,22,289,1.47,65,52,13,0.34,54.8,56.9,-2,-0.05,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bordeaux","Ligue 1","team",26,26.9,28,2520,90,100,28,308,84,NA,84,20,111,1.32,40,34,6,0.21,30.4,36.9,-6.6,-0.23,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bordeaux","Ligue 1","opponent",26,25.9,28,2520,90,100,28,308,84,220,80,18,116,1.32,34,40,-6,-0.21,36.9,30.4,6.6,0.23,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bournemouth","Premier League","team",27,25.2,38,3420,90,100,38,418,84,NA,108,23,176,0.89,40,65,-25,-0.66,44.8,62.3,-17.5,-0.46,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Bournemouth","Premier League","opponent",27,26.8,38,3420,90,100,38,418,84,NA,117,21,167,1.92,65,40,25,0.66,62.3,44.8,17.5,0.46,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Brescia","Serie A","team",32,25.6,38,3420,90,100,38,418,83,NA,121,23,235,0.66,35,79,-44,-1.16,43.4,74.5,-31.2,-0.82,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brescia","Serie A","opponent",32,27.1,38,3420,90,100,38,418,83,NA,129,23,285,2.16,79,35,44,1.16,74.5,43.4,31.2,0.82,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brest","Ligue 1","team",24,26.1,28,2520,90,100,28,308,85,NA,82,18,114,1.21,34,37,-3,-0.11,30.7,45.5,-14.8,-0.53,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brest","Ligue 1","opponent",24,26.2,28,2520,90,100,28,308,85,226,81,18,115,1.43,37,34,3,0.11,45.5,30.7,14.8,0.53,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brighton","Premier League","team",25,26.4,38,3420,90,100,38,418,84,NA,128,20,155,1.08,39,54,-15,-0.39,45.4,55,-9.5,-0.25,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Brighton","Premier League","opponent",25,26.5,38,3420,90,100,38,418,84,NA,115,21,169,1.55,54,39,15,0.39,55,45.4,9.5,0.25,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Burnley","Premier League","team",22,28,38,3420,90,100,38,418,86,NA,74,20,206,1.42,43,50,-7,-0.18,47.4,49.8,-2.4,-0.06,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Burnley","Premier League","opponent",22,26.5,38,3420,90,100,38,418,86,NA,110,21,173,1.34,50,43,7,0.18,49.8,47.4,2.4,0.06,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Cagliari","Serie A","team",33,27.4,38,3420,90,100,38,418,83,NA,129,21,298,1.18,52,56,-4,-0.11,41.8,59,-17.2,-0.45,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Cagliari","Serie A","opponent",33,27,38,3420,90,100,38,418,83,NA,129,23,292,1.5,56,52,4,0.11,59,41.8,17.2,0.45,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Celta Vigo","La Liga","team",30,25.8,38,3420,90,100,38,418,83,NA,130,20,187,0.97,37,49,-12,-0.32,39.2,45.3,-6.1,-0.16,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Celta Vigo","La Liga","opponent",30,27.2,38,3420,90,100,38,418,83,NA,130,21,191,1.61,49,37,12,0.32,45.3,39.2,6.1,0.16,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Chelsea","Premier League","team",27,25.5,38,3420,90,100,38,418,84,NA,117,20,166,1.74,69,54,15,0.39,69.2,38.6,30.6,0.81,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Chelsea","Premier League","opponent",27,26.4,38,3420,90,100,38,418,84,NA,115,21,169,1.11,54,69,-15,-0.39,38.6,69.2,-30.6,-0.81,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Crystal Palace","Premier League","team",25,29.4,38,3420,90,100,38,418,85,NA,98,20,185,1.13,31,50,-19,-0.5,35.8,57,-21.2,-0.56,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Crystal Palace","Premier League","opponent",25,26.5,38,3420,90,100,38,418,85,NA,111,20,170,1.61,50,31,19,0.5,57,35.8,21.2,0.56,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Dijon","Ligue 1","team",28,26.9,28,2520,90,100,28,308,83,NA,82,25,114,1.07,27,37,-10,-0.36,30.5,38.4,-8,-0.28,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dijon","Ligue 1","opponent",28,26.1,28,2520,90,100,28,308,83,225,80,17,116,1.61,37,27,10,0.36,38.4,30.5,8,0.28,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dortmund","Bundesliga","team",27,25.8,34,3060,90,100,34,374,84,NA,111,19,191,2.03,84,41,43,1.26,61,40.9,20.1,0.59,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Dortmund","Bundesliga","opponent",27,26.2,34,3060,90,100,34,374,84,NA,114,20,185,0.79,41,84,-43,-1.26,40.9,61,-20.1,-0.59,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Düsseldorf","Bundesliga","team",28,27.1,34,3060,90,100,34,374,84,NA,115,21,188,0.88,36,67,-31,-0.91,35.9,60.7,-24.8,-0.73,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Düsseldorf","Bundesliga","opponent",28,26.1,34,3060,90,100,34,374,84,NA,111,22,190,1.76,67,36,31,0.91,60.7,35.9,24.8,0.73,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Eibar","La Liga","team",26,29.3,38,3420,90,100,38,418,84,NA,128,19,185,1.11,39,56,-17,-0.45,42,53,-11,-0.29,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eibar","La Liga","opponent",26,27,38,3420,90,100,38,418,84,NA,124,20,192,1.66,56,39,17,0.45,53,42,11,0.29,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eint Frankfurt","Bundesliga","team",27,27,34,3060,90,100,34,374,84,NA,109,21,194,1.32,59,60,-1,-0.03,59.5,49.9,9.6,0.28,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Eint Frankfurt","Bundesliga","opponent",27,25.8,34,3060,90,100,34,374,84,NA,115,20,184,1.5,60,59,1,0.03,49.9,59.5,-9.6,-0.28,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Espanyol","La Liga","team",31,27.7,38,3420,90,100,38,418,83,NA,130,19,189,0.66,27,58,-31,-0.82,38.6,51,-12.4,-0.33,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Espanyol","La Liga","opponent",31,27.3,38,3420,90,100,38,418,83,NA,127,19,193,2.08,58,27,31,0.82,51,38.6,12.4,0.33,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Everton","Premier League","team",24,25.5,38,3420,90,100,38,418,83,NA,120,24,164,1.29,44,56,-12,-0.32,50.8,48.3,2.5,0.07,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Everton","Premier League","opponent",24,26.6,38,3420,90,100,38,418,83,NA,111,19,173,1.45,56,44,12,0.32,48.3,50.8,-2.5,-0.07,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Fiorentina","Serie A","team",33,25.1,38,3420,90,100,38,418,83,NA,129,21,323,1.29,51,48,3,0.08,53.6,48.9,4.7,0.12,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Fiorentina","Serie A","opponent",33,27.1,38,3420,90,100,38,418,83,NA,130,22,289,1.37,48,51,-3,-0.08,48.9,53.6,-4.7,-0.12,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Freiburg","Bundesliga","team",26,26.4,34,3060,90,100,34,374,84,NA,111,20,189,1.41,48,47,1,0.03,46.7,64.6,-17.8,-0.52,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Freiburg","Bundesliga","opponent",26,26,34,3060,90,100,34,374,84,NA,106,21,193,1.32,47,48,-1,-0.03,64.6,46.7,17.8,0.52,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Genoa","Serie A","team",34,26.8,38,3420,90,100,38,418,82,NA,135,23,305,1.03,47,73,-26,-0.68,48.7,60,-11.3,-0.3,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Genoa","Serie A","opponent",34,26.9,38,3420,90,100,38,418,82,NA,129,23,286,1.74,73,47,26,0.68,60,48.7,11.3,0.3,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Getafe","La Liga","team",30,27.5,38,3420,90,100,38,418,84,NA,128,19,175,1.42,43,37,6,0.16,41.6,41.4,0.2,0,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Getafe","La Liga","opponent",30,27.2,38,3420,90,100,38,418,84,NA,128,21,185,1.26,37,43,-6,-0.16,41.4,41.6,-0.2,0,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Gladbach","Bundesliga","team",25,26.3,34,3060,90,100,34,374,84,NA,112,18,183,1.91,66,40,26,0.76,72,45.9,26.1,0.77,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Gladbach","Bundesliga","opponent",25,26,34,3060,90,100,34,374,84,NA,111,20,187,0.94,40,66,-26,-0.76,45.9,72,-26.1,-0.77,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Granada","La Liga","team",27,26.8,38,3420,90,100,38,418,82,NA,133,24,174,1.47,52,45,7,0.18,44.9,42.6,2.3,0.06,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Granada","La Liga","opponent",27,27.4,38,3420,90,100,38,418,82,NA,126,23,193,1.32,45,52,-7,-0.18,42.6,44.9,-2.3,-0.06,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Hellas Verona","Serie A","team",30,26.1,38,3420,90,100,38,418,83,NA,128,22,320,1.29,47,51,-4,-0.11,50.5,53.7,-3.2,-0.08,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hellas Verona","Serie A","opponent",30,27,38,3420,90,100,38,418,83,NA,124,23,293,1.37,51,47,4,0.11,53.7,50.5,3.2,0.08,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hertha BSC","Bundesliga","team",32,26.2,34,3060,90,100,34,374,83,NA,109,22,195,1.21,48,59,-11,-0.32,43.1,54.5,-11.4,-0.34,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hertha BSC","Bundesliga","opponent",32,26.1,34,3060,90,100,34,374,83,NA,111,19,186,1.56,59,48,11,0.32,54.5,43.1,11.4,0.34,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hoffenheim","Bundesliga","team",31,26,34,3060,90,100,34,374,82,NA,114,24,187,1.53,53,53,0,0,56.1,59.6,-3.4,-0.1,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Hoffenheim","Bundesliga","opponent",31,26.1,34,3060,90,100,34,374,82,NA,118,20,177,1.26,53,53,0,0,59.6,56.1,3.4,0.1,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Inter","Serie A","team",29,27.7,38,3420,90,100,38,418,84,NA,134,18,298,2.16,81,36,45,1.18,69.4,40.7,28.7,0.76,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
2020,"Inter","Serie A","opponent",29,26.8,38,3420,90,100,38,418,84,NA,135,22,279,0.58,36,81,-45,-1.18,40.7,69.4,-28.7,-0.76,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
2020,"Juventus","Serie A","team",30,28.6,38,3420,90,100,38,418,82,NA,127,25,272,2.18,76,43,33,0.87,71.1,44.9,26.1,0.69,"https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats"
2020,"Juventus","Serie A","opponent",30,26.7,38,3420,90,100,38,418,82,NA,131,21,283,0.68,43,76,-33,-0.87,44.9,71.1,-26.1,-0.69,"https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats"
2020,"Köln","Bundesliga","team",29,25.6,34,3060,90,100,34,374,82,NA,117,24,187,1.06,51,69,-18,-0.53,48.9,53.3,-4.4,-0.13,"https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats"
2020,"Köln","Bundesliga","opponent",29,26,34,3060,90,100,34,374,82,NA,107,22,192,1.76,69,51,18,0.53,53.3,48.9,4.4,0.13,"https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats"
2020,"Lazio","Serie A","team",27,27.9,38,3420,90,100,38,418,83,NA,137,22,307,2.05,79,42,37,0.97,68,51.1,16.9,0.44,"https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats"
2020,"Lazio","Serie A","opponent",27,26.9,38,3420,90,100,38,418,83,NA,127,20,295,0.79,42,79,-37,-0.97,51.1,68,-16.9,-0.44,"https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats"
2020,"Lecce","Serie A","team",30,28.7,38,3420,90,100,38,418,82,NA,120,26,325,0.92,52,85,-33,-0.87,54.7,85.6,-30.8,-0.81,"https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats"
2020,"Lecce","Serie A","opponent",30,26.9,38,3420,90,100,38,418,82,NA,130,23,291,1.87,85,52,33,0.87,85.6,54.7,30.8,0.81,"https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats"
2020,"Leganés","La Liga","team",29,26.9,38,3420,90,100,38,418,82,NA,130,25,190,0.95,30,51,-21,-0.55,39.9,42.8,-2.9,-0.08,"https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats"
2020,"Leganés","La Liga","opponent",29,27.2,38,3420,90,100,38,418,82,NA,132,21,182,1.74,51,30,21,0.55,42.8,39.9,2.9,0.08,"https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats"
2020,"Leicester City","Premier League","team",24,26.1,38,3420,90,100,38,418,84,NA,112,21,172,1.63,67,41,26,0.68,62.2,45.5,16.7,0.44,"https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats"
2020,"Leicester City","Premier League","opponent",24,26.6,38,3420,90,100,38,418,84,NA,116,20,168,1.16,41,67,-26,-0.68,45.5,62.2,-16.7,-0.44,"https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats"
2020,"Levante","La Liga","team",29,27.7,38,3420,90,100,38,418,84,NA,134,19,187,1.29,47,53,-6,-0.16,48.1,62.9,-14.8,-0.39,"https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats"
2020,"Levante","La Liga","opponent",29,27.2,38,3420,90,100,38,418,84,NA,127,19,189,1.53,53,47,6,0.16,62.9,48.1,14.8,0.39,"https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats"
2020,"Leverkusen","Bundesliga","team",24,26.1,34,3060,90,100,34,374,82,NA,113,25,186,1.85,61,44,17,0.5,59.1,51.2,7.8,0.23,"https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats"
2020,"Leverkusen","Bundesliga","opponent",24,25.9,34,3060,90,100,34,374,82,NA,110,20,185,0.97,44,61,-17,-0.5,51.2,59.1,-7.8,-0.23,"https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats"
2020,"Lille","Ligue 1","team",25,24.3,28,2520,90,100,28,308,85,NA,80,17,116,1.75,35,27,8,0.29,40.3,31.4,8.8,0.32,"https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats"
2020,"Lille","Ligue 1","opponent",25,26.4,28,2520,90,100,28,308,85,227,80,23,115,1.11,27,35,-8,-0.29,31.4,40.3,-8.8,-0.32,"https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats"
2020,"Liverpool","Premier League","team",24,26.6,38,3420,90,100,38,418,85,NA,127,17,157,2.61,85,33,52,1.37,68.9,37.7,31.2,0.82,"https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats"
2020,"Liverpool","Premier League","opponent",24,26.3,38,3420,90,100,38,418,85,NA,109,22,174,0.32,33,85,-52,-1.37,37.7,68.9,-31.2,-0.82,"https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats"
2020,"Lyon","Ligue 1","team",27,24.8,28,2520,90,100,28,308,84,NA,81,21,115,1.43,42,27,15,0.54,37.6,27.1,10.6,0.38,"https://fbref.com/en/squads/d53c0b06/2019-2020/Lyon-Stats"
2020,"Lyon","Ligue 1","opponent",27,26.1,28,2520,90,100,28,308,84,221,80,17,114,1.32,27,42,-15,-0.54,27.1,37.6,-10.6,-0.38,"https://fbref.com/en/squads/d53c0b06/2019-2020/Lyon-Stats"
2020,"Mainz 05","Bundesliga","team",25,24.6,34,3060,90,100,34,374,83,NA,117,23,189,1.09,44,65,-21,-0.62,48.2,59.6,-11.5,-0.34,"https://fbref.com/en/squads/a224b06a/2019-2020/Mainz-05-Stats"
2020,"Mainz 05","Bundesliga","opponent",25,26,34,3060,90,100,34,374,83,NA,113,24,185,1.79,65,44,21,0.62,59.6,48.2,11.5,0.34,"https://fbref.com/en/squads/a224b06a/2019-2020/Mainz-05-Stats"
2020,"Mallorca","La Liga","team",32,26.8,38,3420,90,100,38,418,83,NA,132,22,185,0.87,40,65,-25,-0.66,41.1,63.5,-22.4,-0.59,"https://fbref.com/en/squads/2aa12281/2019-2020/Mallorca-Stats"
2020,"Mallorca","La Liga","opponent",32,27.2,38,3420,90,100,38,418,83,NA,133,22,184,1.97,65,40,25,0.66,63.5,41.1,22.4,0.59,"https://fbref.com/en/squads/2aa12281/2019-2020/Mallorca-Stats"
2020,"Manchester City","Premier League","team",24,26.9,38,3420,90,100,38,418,83,NA,120,22,166,2.13,102,35,67,1.76,92,36.2,55.7,1.47,"https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats"
2020,"Manchester City","Premier League","opponent",24,26.5,38,3420,90,100,38,418,83,NA,119,20,164,0.79,35,102,-67,-1.76,36.2,92,-55.7,-1.47,"https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats"
2020,"Manchester Utd","Premier League","team",29,24.8,38,3420,90,100,38,418,85,NA,119,16,165,1.74,66,36,30,0.79,62.2,37.7,24.5,0.64,"https://fbref.com/en/squads/19538871/2019-2020/Manchester-United-Stats"
2020,"Manchester Utd","Premier League","opponent",29,26.7,38,3420,90,100,38,418,85,NA,113,22,171,0.95,36,66,-30,-0.79,37.7,62.2,-24.5,-0.64,"https://fbref.com/en/squads/19538871/2019-2020/Manchester-United-Stats"
2020,"Marseille","Ligue 1","team",23,27.1,28,2520,90,100,28,308,86,NA,82,15,114,2,41,29,12,0.43,36.2,31.8,4.4,0.16,"https://fbref.com/en/squads/5725cc7b/2019-2020/Marseille-Stats"
2020,"Marseille","Ligue 1","opponent",23,26.1,28,2520,90,100,28,308,86,227,79,20,117,0.71,29,41,-12,-0.43,31.8,36.2,-4.4,-0.16,"https://fbref.com/en/squads/5725cc7b/2019-2020/Marseille-Stats"
2020,"Metz","Ligue 1","team",24,25.9,28,2520,90,100,28,308,85,NA,77,18,119,1.21,27,35,-8,-0.29,27.1,38.1,-11,-0.39,"https://fbref.com/en/squads/f83960ae/2019-2020/Metz-Stats"
2020,"Metz","Ligue 1","opponent",24,26.5,28,2520,90,100,28,308,85,223,83,21,112,1.43,35,27,8,0.29,38.1,27.1,11,0.39,"https://fbref.com/en/squads/f83960ae/2019-2020/Metz-Stats"
2020,"Milan","Serie A","team",32,24.6,38,3420,90,100,38,418,82,NA,128,25,302,1.74,63,46,17,0.45,62.8,45.1,17.6,0.46,"https://fbref.com/en/squads/dc56fe14/2019-2020/Milan-Stats"
2020,"Milan","Serie A","opponent",32,27.1,38,3420,90,100,38,418,82,NA,134,21,294,1.03,46,63,-17,-0.45,45.1,62.8,-17.6,-0.46,"https://fbref.com/en/squads/dc56fe14/2019-2020/Milan-Stats"
2020,"Monaco","Ligue 1","team",28,26,28,2520,90,100,28,308,85,NA,76,16,117,1.43,44,44,0,0,48.9,42.7,6.1,0.22,"https://fbref.com/en/squads/fd6114db/2019-2020/Monaco-Stats"
2020,"Monaco","Ligue 1","opponent",28,26.2,28,2520,90,100,28,308,85,226,83,20,113,1.32,44,44,0,0,42.7,48.9,-6.1,-0.22,"https://fbref.com/en/squads/fd6114db/2019-2020/Monaco-Stats"
2020,"Montpellier","Ligue 1","team",27,28.5,28,2520,90,100,28,308,86,NA,74,16,121,1.43,35,34,1,0.04,35.3,34.7,0.5,0.02,"https://fbref.com/en/squads/281b0e73/2019-2020/Montpellier-Stats"
2020,"Montpellier","Ligue 1","opponent",27,26.1,28,2520,90,100,28,308,86,223,78,20,117,1.32,34,35,-1,-0.04,34.7,35.3,-0.5,-0.02,"https://fbref.com/en/squads/281b0e73/2019-2020/Montpellier-Stats"
