"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url"
2019,"Sampdoria","Serie A","opponent",24,38,653,386,309,265,79,192,478,40.2,286,455,113,342,508,1161,801,14,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
2019,"Sassuolo","Serie A","team",29,38,529,328,288,175,66,216,517,41.8,301,387,110,277,378,907,841,15,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Sassuolo","Serie A","opponent",29,38,660,396,296,264,100,272,631,43.1,359,429,128,301,409,1069,745,15,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Schalke 04","Bundesliga","team",32,34,631,381,279,286,66,251,594,42.3,343,464,119,345,419,1050,657,16,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Schalke 04","Bundesliga","opponent",32,34,629,383,299,270,60,252,610,41.3,358,355,95,260,392,1021,698,5,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Sevilla","La Liga","team",27,38,598,408,288,237,73,203,513,39.6,310,370,114,256,365,963,817,15,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Sevilla","La Liga","opponent",27,38,640,396,297,245,98,249,606,41.1,357,455,128,327,444,1084,994,15,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Southampton","Premier League","team",30,38,698,428,335,283,80,277,646,42.9,369,533,153,380,549,1247,1128,18,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Southampton","Premier League","opponent",30,38,601,348,320,222,59,221,508,43.5,287,406,134,272,377,978,889,23,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Strasbourg","Ligue 1","team",26,38,649,405,320,256,73,257,570,45.1,313,373,127,246,428,1077,751,12,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Strasbourg","Ligue 1","opponent",26,38,628,387,308,245,75,229,515,44.5,286,401,93,308,390,1018,778,14,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Stuttgart","Bundesliga","team",26,34,576,362,299,217,60,204,476,42.9,272,422,116,306,399,975,898,12,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Stuttgart","Bundesliga","opponent",26,34,466,282,229,193,44,158,397,39.8,239,376,99,277,358,824,747,13,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Torino","Serie A","team",25,38,636,394,272,283,81,226,506,44.7,280,462,117,345,451,1087,848,12,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Torino","Serie A","opponent",25,38,701,438,346,271,84,251,589,42.6,338,418,116,302,373,1074,917,10,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Tottenham","Premier League","team",28,38,627,373,310,237,80,268,577,46.4,309,415,112,303,325,952,823,20,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Tottenham","Premier League","opponent",28,38,651,383,338,245,68,302,672,44.9,370,501,141,360,504,1155,937,33,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Toulouse","Ligue 1","team",29,38,669,418,362,243,64,265,582,45.5,317,433,126,307,384,1053,947,17,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Toulouse","Ligue 1","opponent",29,38,776,438,383,292,101,329,695,47.3,366,375,107,268,419,1195,800,17,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Udinese","Serie A","team",31,38,651,387,341,250,60,245,554,44.2,309,450,161,289,381,1032,1065,15,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
2019,"Udinese","Serie A","opponent",31,38,601,372,246,264,91,227,564,40.2,337,356,99,257,342,943,703,10,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
2019,"Valencia","La Liga","team",25,38,598,384,299,228,71,238,588,40.5,350,447,120,327,418,1016,860,12,"https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats"
2019,"Valencia","La Liga","opponent",25,38,583,377,270,247,66,246,589,41.8,343,387,95,292,448,1031,818,16,"https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats"
2019,"Valladolid","La Liga","team",28,38,714,441,369,265,80,280,678,41.3,398,413,113,300,387,1101,874,16,"https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats"
2019,"Valladolid","La Liga","opponent",28,38,530,347,260,216,54,183,477,38.4,294,358,87,271,395,925,825,12,"https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats"
2019,"Villarreal","La Liga","team",26,38,667,413,333,255,79,273,659,41.4,386,406,142,264,390,1057,877,12,"https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats"
2019,"Villarreal","La Liga","opponent",26,38,595,359,319,205,71,255,603,42.3,348,403,129,274,439,1034,786,15,"https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats"
2019,"Watford","Premier League","team",25,38,656,391,350,243,63,257,622,41.3,365,404,120,284,428,1084,1022,18,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Watford","Premier League","opponent",25,38,669,392,328,255,86,251,543,46.2,292,418,125,293,451,1120,998,17,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Werder Bremen","Bundesliga","team",24,34,549,344,256,230,63,216,553,39.1,337,426,109,317,407,956,817,10,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"Werder Bremen","Bundesliga","opponent",24,34,525,324,279,204,42,193,413,46.7,220,465,111,354,416,941,770,14,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"West Ham","Premier League","team",26,38,723,393,385,279,59,295,697,42.3,402,488,142,346,457,1180,926,16,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"West Ham","Premier League","opponent",26,38,669,414,307,290,72,279,668,41.8,389,457,115,342,409,1078,807,16,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"Wolfsburg","Bundesliga","team",25,34,542,343,272,209,61,219,505,43.4,286,399,95,304,426,968,791,18,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolfsburg","Bundesliga","opponent",25,34,510,321,250,197,63,180,436,41.3,256,420,100,320,393,903,795,10,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolves","Premier League","team",21,38,720,408,385,284,51,283,664,42.6,381,499,148,351,501,1221,895,23,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2019,"Wolves","Premier League","opponent",21,38,666,410,304,295,67,264,595,44.4,331,437,119,318,387,1053,828,24,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2020,"Alavés","La Liga","team",32,38,579,346,261,265,53,255,619,41.2,364,385,114,271,392,971,766,7,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Alavés","La Liga","opponent",32,38,555,347,228,258,69,246,497,49.5,251,291,66,225,329,884,584,10,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Amiens","Ligue 1","team",27,28,425,238,194,184,47,201,510,39.4,309,280,87,193,300,725,615,17,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Amiens","Ligue 1","opponent",27,28,523,326,224,249,50,165,409,40.3,244,240,54,186,338,861,459,8,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Angers","Ligue 1","team",26,28,439,279,206,178,55,177,452,39.2,275,229,51,178,267,706,513,8,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Angers","Ligue 1","opponent",26,28,531,320,274,204,53,187,478,39.1,291,278,88,190,301,832,543,7,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Arsenal","Premier League","team",29,38,584,336,296,217,71,249,612,40.7,363,398,141,257,351,935,754,18,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Arsenal","Premier League","opponent",29,38,656,388,317,242,97,286,697,41,411,354,100,254,425,1081,722,19,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Aston Villa","Premier League","team",28,38,523,291,285,174,64,223,597,37.4,374,456,184,272,423,946,928,26,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Aston Villa","Premier League","opponent",28,38,530,315,248,206,76,217,569,38.1,352,353,115,238,346,876,785,14,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Atalanta","Serie A","team",30,38,627,351,252,278,97,263,643,40.9,380,396,111,285,418,1045,532,12,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Atalanta","Serie A","opponent",30,38,627,351,353,232,42,268,615,43.6,347,455,171,284,439,1066,778,15,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Athletic Club","La Liga","team",26,38,533,324,262,204,67,217,613,35.4,396,339,92,247,373,906,755,7,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Athletic Club","La Liga","opponent",26,38,549,313,270,222,57,250,587,42.6,337,330,85,245,327,876,704,15,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Atlético Madrid","La Liga","team",30,38,658,406,293,272,93,283,640,44.2,357,380,108,272,412,1070,729,18,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Atlético Madrid","La Liga","opponent",30,38,572,355,292,224,56,195,543,35.9,348,342,112,230,384,956,709,12,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Augsburg","Bundesliga","team",28,34,534,314,271,215,48,220,563,39.1,343,362,123,239,434,968,778,8,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Augsburg","Bundesliga","opponent",28,34,544,329,263,196,85,240,473,50.7,233,348,70,278,312,856,492,11,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Barcelona","La Liga","team",28,38,536,323,216,223,97,211,501,42.1,290,313,87,226,342,878,529,16,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Barcelona","La Liga","opponent",28,38,623,361,351,202,70,269,793,33.9,524,430,117,313,525,1148,575,12,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Bayern Munich","Bundesliga","team",29,34,500,293,180,222,98,211,503,41.9,292,290,79,211,342,842,382,9,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Bayern Munich","Bundesliga","opponent",29,34,570,351,322,193,55,261,741,35.2,480,424,126,298,468,1038,867,14,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Betis","La Liga","team",27,38,501,299,276,173,52,221,511,43.2,290,336,119,217,302,803,682,8,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Betis","La Liga","opponent",27,38,623,374,301,251,71,268,713,37.6,445,369,108,261,364,987,644,13,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Bologna","Serie A","team",31,38,575,338,270,238,67,226,619,36.5,393,390,125,265,412,987,667,13,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bologna","Serie A","opponent",31,38,609,354,320,232,57,278,627,44.3,349,408,151,257,392,1001,742,13,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bordeaux","Ligue 1","team",26,28,483,284,232,206,45,230,595,38.7,365,237,89,148,302,785,575,13,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bordeaux","Ligue 1","opponent",26,28,518,316,207,247,64,233,506,46,273,233,65,168,308,826,434,15,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bournemouth","Premier League","team",27,38,507,299,254,206,47,207,567,36.5,360,439,160,279,475,982,1008,16,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Bournemouth","Premier League","opponent",27,38,661,389,299,265,97,277,602,46,325,443,117,326,402,1063,824,15,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Brescia","Serie A","team",32,38,507,273,256,195,56,226,559,40.4,333,399,170,229,361,868,886,12,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brescia","Serie A","opponent",32,38,491,274,211,208,72,175,450,38.9,275,374,95,279,376,867,654,14,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brest","Ligue 1","team",24,28,484,282,238,186,60,184,472,39,288,263,82,181,352,836,537,11,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brest","Ligue 1","opponent",24,28,438,284,175,202,61,155,364,42.6,209,278,71,207,330,768,557,13,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brighton","Premier League","team",25,38,641,379,295,269,77,245,642,38.2,397,437,137,300,419,1060,750,15,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Brighton","Premier League","opponent",25,38,648,385,329,250,69,249,584,42.6,335,426,126,300,428,1076,748,16,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Burnley","Premier League","team",22,38,547,344,238,241,68,240,585,41,345,450,175,275,387,934,901,15,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Burnley","Premier League","opponent",22,38,499,319,235,219,45,208,454,45.8,246,285,91,194,293,792,841,20,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Cagliari","Serie A","team",33,38,560,338,300,203,57,231,619,37.3,388,445,174,271,337,897,855,13,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Cagliari","Serie A","opponent",33,38,551,305,238,238,75,214,538,39.8,324,322,94,228,372,923,728,4,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Celta Vigo","La Liga","team",30,38,589,357,344,193,52,251,615,40.8,364,345,89,256,396,985,807,12,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Celta Vigo","La Liga","opponent",30,38,615,348,253,275,87,240,610,39.3,370,401,88,313,384,999,646,14,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Chelsea","Premier League","team",27,38,638,362,304,258,76,246,604,40.7,358,361,91,270,459,1097,631,14,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Chelsea","Premier League","opponent",27,38,672,381,325,269,78,258,718,35.9,460,471,179,292,434,1106,950,20,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Crystal Palace","Premier League","team",25,38,686,390,367,244,75,316,711,44.4,395,399,135,264,444,1130,856,18,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Crystal Palace","Premier League","opponent",25,38,745,425,383,287,75,266,698,38.1,432,370,100,270,449,1194,712,14,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Dijon","Ligue 1","team",28,28,516,304,259,208,49,239,548,43.6,309,277,100,177,332,848,596,14,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dijon","Ligue 1","opponent",28,28,534,322,216,256,62,231,543,42.5,312,257,79,178,333,867,485,5,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dortmund","Bundesliga","team",27,34,529,329,249,214,66,226,509,44.4,283,353,88,265,375,904,463,10,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Dortmund","Bundesliga","opponent",27,34,633,381,312,240,81,282,750,37.6,468,405,94,311,449,1082,569,12,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Düsseldorf","Bundesliga","team",28,34,496,307,244,199,53,200,540,37,340,350,105,245,376,872,610,9,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Düsseldorf","Bundesliga","opponent",28,34,468,291,229,183,56,196,453,43.3,257,341,121,220,323,791,708,11,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Eibar","La Liga","team",26,38,567,338,240,228,99,264,607,43.5,343,332,81,251,430,997,692,8,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eibar","La Liga","opponent",26,38,553,331,293,218,42,198,458,43.2,260,328,97,231,342,895,923,17,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eint Frankfurt","Bundesliga","team",27,34,596,377,278,246,72,232,617,37.6,385,403,97,306,376,972,520,5,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Eint Frankfurt","Bundesliga","opponent",27,34,491,293,266,193,32,190,520,36.5,330,417,114,303,403,894,780,5,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Espanyol","La Liga","team",31,38,628,364,303,253,72,257,701,36.7,444,380,96,284,360,988,731,17,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Espanyol","La Liga","opponent",31,38,539,305,265,217,57,208,489,42.5,281,319,107,212,367,906,787,9,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Everton","Premier League","team",24,38,671,408,328,262,81,282,672,42,390,372,111,261,408,1079,778,13,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Everton","Premier League","opponent",24,38,580,358,273,238,69,235,609,38.6,374,415,127,288,383,963,846,13,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Fiorentina","Serie A","team",33,38,571,333,300,205,66,213,628,33.9,415,346,98,248,347,918,719,9,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Fiorentina","Serie A","opponent",33,38,630,367,282,257,91,242,670,36.1,428,379,136,243,369,999,676,12,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Freiburg","Bundesliga","team",26,34,431,252,226,162,43,175,497,35.2,322,401,157,244,354,785,810,18,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Freiburg","Bundesliga","opponent",26,34,462,303,224,181,57,203,452,44.9,249,403,116,287,304,766,656,11,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Genoa","Serie A","team",34,38,551,335,268,210,73,212,589,36,377,410,150,260,385,936,775,16,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Genoa","Serie A","opponent",34,38,579,322,293,203,83,230,565,40.7,335,369,103,266,365,944,722,13,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Getafe","La Liga","team",30,38,580,341,235,263,82,235,573,41,338,374,60,314,367,947,625,12,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Getafe","La Liga","opponent",30,38,520,292,307,174,39,202,476,42.4,274,384,100,284,384,904,852,13,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Gladbach","Bundesliga","team",25,34,552,322,254,215,83,228,586,38.9,358,398,106,292,381,933,596,11,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Gladbach","Bundesliga","opponent",25,34,572,350,273,235,64,251,638,39.3,387,395,122,273,440,1012,579,17,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Granada","La Liga","team",27,38,584,349,257,257,70,238,570,41.8,332,375,118,257,383,967,750,10,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Granada","La Liga","opponent",27,38,543,302,267,206,70,253,553,45.8,300,335,99,236,333,876,665,13,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Hellas Verona","Serie A","team",30,38,488,290,237,187,64,203,463,43.8,260,361,173,188,398,886,825,10,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hellas Verona","Serie A","opponent",30,38,525,308,244,209,72,218,546,39.9,328,368,111,257,358,883,693,13,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hertha BSC","Bundesliga","team",32,34,556,341,282,221,53,208,521,39.9,313,435,130,305,409,965,794,12,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hertha BSC","Bundesliga","opponent",32,34,520,319,242,223,55,175,526,33.3,351,331,74,257,289,809,515,7,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hoffenheim","Bundesliga","team",31,34,529,309,283,196,50,239,578,41.3,339,384,121,263,349,878,719,9,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Hoffenheim","Bundesliga","opponent",31,34,537,315,242,225,70,213,512,41.6,299,397,104,293,336,873,595,15,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Inter","Serie A","team",29,38,524,287,228,212,84,196,575,34.1,379,371,120,251,370,894,657,12,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
2020,"Inter","Serie A","opponent",29,38,479,269,239,183,57,187,498,37.6,311,416,163,253,469,948,840,19,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
2020,"Juventus","Serie A","team",30,38,539,318,225,219,95,224,582,38.5,358,374,120,254,370,909,590,14,"https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats"
2020,"Juventus","Serie A","opponent",30,38,548,312,290,192,66,255,689,37,434,413,175,238,429,977,676,15,"https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats"
2020,"Köln","Bundesliga","team",29,34,607,413,292,257,58,249,622,40,373,397,97,300,435,1042,681,5,"https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats"
2020,"Köln","Bundesliga","opponent",29,34,478,299,196,211,71,178,450,39.6,272,341,94,247,386,864,686,11,"https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats"
2020,"Lazio","Serie A","team",27,38,547,311,270,205,72,224,612,36.6,388,404,142,262,378,925,642,9,"https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats"
2020,"Lazio","Serie A","opponent",27,38,488,280,237,182,69,218,578,37.7,360,400,127,273,434,922,750,10,"https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats"
2020,"Lecce","Serie A","team",30,38,525,293,288,192,45,234,628,37.3,394,395,150,245,383,908,793,30,"https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats"
2020,"Lecce","Serie A","opponent",30,38,486,294,206,210,70,168,464,36.2,296,388,120,268,343,829,651,11,"https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats"
2020,"Leganés","La Liga","team",29,38,603,357,317,215,71,254,610,41.6,356,320,73,247,418,1021,687,7,"https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats"
2020,"Leganés","La Liga","opponent",29,38,530,339,260,214,56,239,581,41.1,342,324,100,224,332,862,850,6,"https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats"
2020,"Leicester City","Premier League","team",24,38,742,432,347,320,75,298,725,41.1,427,420,92,328,423,1165,767,16,"https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats"
2020,"Leicester City","Premier League","opponent",24,38,639,402,299,255,85,311,688,45.2,377,416,137,279,432,1071,836,17,"https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats"
2020,"Levante","La Liga","team",29,38,507,288,281,173,53,204,532,38.3,328,317,107,210,331,838,763,14,"https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats"
2020,"Levante","La Liga","opponent",29,38,553,349,242,226,85,251,637,39.4,386,385,112,273,321,874,662,7,"https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats"
2020,"Leverkusen","Bundesliga","team",24,34,557,353,239,244,74,263,600,43.8,337,365,71,294,333,890,496,11,"https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats"
2020,"Leverkusen","Bundesliga","opponent",24,34,620,370,275,284,61,260,710,36.6,450,438,132,306,478,1098,742,13,"https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats"
2020,"Lille","Ligue 1","team",25,28,424,237,163,203,58,183,467,39.2,284,263,62,201,278,702,450,9,"https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats"
2020,"Lille","Ligue 1","opponent",25,28,515,298,295,179,41,215,522,41.2,307,274,73,201,284,799,585,18,"https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats"
2020,"Liverpool","Premier League","team",24,38,550,325,195,243,112,217,588,36.9,371,302,68,234,352,902,634,25,"https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats"
2020,"Liverpool","Premier League","opponent",24,38,577,346,345,190,42,271,658,41.2,387,437,159,278,456,1033,1147,33,"https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats"
2020,"Lyon","Ligue 1","team",27,28,492,304,232,193,67,201,442,45.5,241,241,94,147,311,803,540,7,"https://fbref.com/en/squads/d53c0b06/2019-2020/Lyon-Stats"
2020,"Lyon","Ligue 1","opponent",27,28,530,303,266,222,42,237,578,41,341,251,71,180,315,845,543,11,"https://fbref.com/en/squads/d53c0b06/2019-2020/Lyon-Stats"
2020,"Mainz 05","Bundesliga","team",25,34,576,331,280,233,63,225,542,41.5,317,403,110,293,363,939,724,13,"https://fbref.com/en/squads/a224b06a/2019-2020/Mainz-05-Stats"
2020,"Mainz 05","Bundesliga","opponent",25,34,581,345,291,205,85,235,614,38.3,379,337,120,217,345,926,705,5,"https://fbref.com/en/squads/a224b06a/2019-2020/Mainz-05-Stats"
2020,"Mallorca","La Liga","team",32,38,545,338,280,213,52,227,602,37.7,375,360,117,243,376,921,672,9,"https://fbref.com/en/squads/2aa12281/2019-2020/Mallorca-Stats"
2020,"Mallorca","La Liga","opponent",32,38,670,393,315,277,78,317,709,44.7,392,352,94,258,383,1053,690,8,"https://fbref.com/en/squads/2aa12281/2019-2020/Mallorca-Stats"
2020,"Manchester City","Premier League","team",24,38,514,301,204,210,100,230,605,38,375,292,66,226,352,866,495,21,"https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats"
2020,"Manchester City","Premier League","opponent",24,38,575,337,360,173,42,234,721,32.5,487,468,220,248,477,1052,1000,24,"https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats"
