"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Url"
2019,"Girona","La Liga","opponent",26,38,14706,18884,77.9,264914,99598,6716,7699,87.2,5958,7040,84.6,1656,3129,52.9,34,38,35.6,-4,386,1183,325,80,1624,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats"
2019,"Gladbach","Bundesliga","team",22,34,15736,19093,82.4,294502,95475,6089,6877,88.5,7411,8275,89.6,1842,2946,62.5,43,36.7,36,6.3,346,1108,285,64,1532,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats"
2019,"Gladbach","Bundesliga","opponent",22,34,13859,17142,80.8,252277,89380,5918,6643,89.1,5840,6701,87.2,1646,2757,59.7,27,37.4,40.4,-10.4,339,963,254,69,1334,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats"
2019,"Guingamp","Ligue 1","team",30,38,11355,15728,72.2,213602,89565,4897,5937,82.5,4594,5865,78.3,1525,2969,51.4,21,28.8,30.3,-7.8,306,972,216,88,1398,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats"
2019,"Guingamp","Ligue 1","opponent",30,38,15938,20126,79.2,285765,110024,7192,8268,87,6378,7547,84.5,1843,3137,58.8,42,33.4,35.1,8.6,337,1170,286,76,1658,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats"
2019,"Hannover 96","Bundesliga","team",32,34,11348,15117,75.1,209729,84211,4887,5751,85,4591,5605,81.9,1495,2768,54,20,27.2,26.9,-7.2,281,776,215,57,1105,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats"
2019,"Hannover 96","Bundesliga","opponent",32,34,13724,17626,77.9,251328,93519,5969,6900,86.5,5565,6618,84.1,1739,2985,58.3,50,48.5,52.5,1.5,443,1149,359,101,1533,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats"
2019,"Hertha BSC","Bundesliga","team",26,34,12348,16140,76.5,224985,90720,5628,6555,85.9,4809,5819,82.6,1535,2810,54.6,32,36.8,33.8,-4.8,307,837,226,70,1241,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats"
2019,"Hertha BSC","Bundesliga","opponent",26,34,13672,17667,77.4,242323,91389,6142,7093,86.6,5525,6608,83.6,1524,2818,54.1,43,46.6,46.8,-3.6,376,1105,291,69,1493,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats"
2019,"Hoffenheim","Bundesliga","team",29,34,14436,18031,80.1,255965,97949,6457,7333,88.1,5920,6919,85.6,1572,2667,58.9,49,56.8,56,-7.8,470,1136,346,91,1589,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats"
2019,"Hoffenheim","Bundesliga","opponent",29,34,11999,15611,76.9,222155,88924,5155,5996,86,4942,5896,83.8,1528,2699,56.6,31,35.3,37.1,-4.3,359,933,302,76,1348,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats"
2019,"Huddersfield","Premier League","team",31,38,13045,17777,73.4,237346,93900,6045,7200,84,4765,6029,79,1792,3398,52.7,13,19.9,17.4,-6.9,283,1023,208,93,1248,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats"
2019,"Huddersfield","Premier League","opponent",31,38,15904,20248,78.5,273887,101737,7466,8591,86.9,6201,7373,84.1,1614,2911,55.4,56,45.2,36.1,10.8,407,1241,314,68,1590,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats"
2019,"Huesca","La Liga","team",30,38,10586,14891,71.1,201067,85670,4641,5565,83.4,3976,5151,77.2,1575,3157,49.9,28,34.6,31.3,-6.6,336,873,272,111,1209,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats"
2019,"Huesca","La Liga","opponent",30,38,14546,18822,77.3,264799,98493,6398,7342,87.1,5951,7078,84.1,1749,3270,53.5,46,43.1,40.1,2.9,334,1207,300,66,1576,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats"
2019,"Inter","Serie A","team",23,38,19523,23425,83.3,335617,113193,9129,10017,91.1,7633,8880,86,2045,3135,65.2,36,45.4,44.6,-9.4,494,1467,430,164,1917,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats"
2019,"Inter","Serie A","opponent",23,38,12229,15792,77.4,220336,85087,5525,6309,87.6,4825,5738,84.1,1482,2744,54,22,26.4,24.5,-4.4,316,831,278,95,1208,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats"
2019,"Juventus","Serie A","team",31,38,18333,21878,83.8,333644,104846,8003,8785,91.1,7564,8535,88.6,2247,3368,66.7,44,42.5,40.1,1.5,474,1411,373,117,1853,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats"
2019,"Juventus","Serie A","opponent",31,38,13679,17157,79.7,233691,85414,6736,7497,89.8,5105,6083,83.9,1382,2586,53.4,19,23.5,20.9,-4.5,316,974,212,60,1250,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats"
2019,"Lazio","Serie A","team",30,38,15807,19752,80,272374,99908,7504,8453,88.8,5935,7006,84.7,1751,2957,59.2,35,44.4,38.8,-9.4,477,1322,398,90,1737,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats"
2019,"Lazio","Serie A","opponent",30,38,15314,19222,79.7,270532,95812,6920,7787,88.9,6129,7283,84.2,1745,3014,57.9,25,30.8,26.7,-5.8,331,1064,236,62,1455,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats"
2019,"Leganés","La Liga","team",29,38,10733,15210,70.6,211020,87095,4636,5593,82.9,4186,5407,77.4,1727,3486,49.5,25,28.1,26.9,-3.1,306,933,234,121,1153,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats"
2019,"Leganés","La Liga","opponent",29,38,16214,20639,78.6,300068,100295,6836,7826,87.3,6835,8045,85,2025,3622,55.9,27,28.6,30.4,-1.6,285,1277,278,89,1596,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats"
2019,"Leicester City","Premier League","team",25,38,14640,19068,76.8,259605,95052,6805,7883,86.3,5513,6788,81.2,1752,3120,56.2,34,37.6,31.5,-3.6,381,1181,264,66,1537,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats"
2019,"Leicester City","Premier League","opponent",25,38,14135,18601,76,242955,90894,6766,7803,86.7,5322,6533,81.5,1495,2935,50.9,36,30.7,30.5,5.3,301,1126,273,52,1465,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats"
2019,"Levante","La Liga","team",26,38,10824,14765,73.3,197315,82835,4880,5718,85.3,4064,5049,80.5,1458,2927,49.8,39,38.5,28.5,0.5,307,932,250,63,1295,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats"
2019,"Levante","La Liga","opponent",26,38,13968,17889,78.1,253236,96118,6354,7213,88.1,5483,6551,83.7,1724,3121,55.2,41,51.4,47.4,-10.4,521,1068,374,103,1553,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats"
2019,"Leverkusen","Bundesliga","team",21,34,18245,22081,82.6,314578,108444,8254,9224,89.5,7291,8289,88,1870,2924,64,51,43.8,49.7,7.2,381,1266,356,78,1791,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats"
2019,"Leverkusen","Bundesliga","opponent",21,34,10756,14540,74,200012,78888,4585,5480,83.7,4361,5366,81.3,1435,2648,54.2,35,32.8,28.7,2.2,294,794,214,61,1187,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats"
2019,"Lille","Ligue 1","team",25,38,14521,18325,79.2,253873,91809,6312,7195,87.7,6011,7044,85.3,1520,2790,54.5,49,38.7,31.2,10.3,384,1114,240,68,1461,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats"
2019,"Lille","Ligue 1","opponent",25,38,13457,17332,77.6,244364,92802,5927,6830,86.8,5386,6463,83.3,1664,2910,57.2,19,25.8,25.1,-6.8,264,968,218,54,1509,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats"
2019,"Liverpool","Premier League","team",23,38,21146,25571,82.7,364398,118593,9634,10759,89.5,8817,10042,87.8,1982,3284,60.4,55,49.8,52.6,5.2,422,1520,495,75,2008,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats"
2019,"Liverpool","Premier League","opponent",23,38,11572,15810,73.2,202870,80749,5535,6452,85.8,4228,5296,79.8,1327,2872,46.2,16,20.2,20.2,-4.2,221,795,203,59,1047,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats"
2019,"Lyon","Ligue 1","team",25,38,19007,22585,84.2,326907,111141,8826,9819,89.9,7788,8746,89,1794,2745,65.4,54,49,44.8,5,493,1482,341,89,2093,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats"
2019,"Lyon","Ligue 1","opponent",25,38,11099,14770,75.1,196580,79997,5258,6087,86.4,4090,4985,82,1301,2666,48.8,27,28.9,24.8,-1.9,344,798,173,48,1109,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats"
2019,"Mainz 05","Bundesliga","team",28,34,11451,15327,74.7,221968,84862,4848,5702,85,4652,5677,81.9,1759,3169,55.5,30,37.5,37.6,-7.5,363,990,255,83,1261,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats"
2019,"Mainz 05","Bundesliga","opponent",28,34,14350,18311,78.4,263472,99606,6188,7107,87.1,5943,7052,84.3,1790,3045,58.8,46,45.2,44.2,0.8,385,1000,291,84,1439,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats"
2019,"Manchester City","Premier League","team",21,38,24678,28389,86.9,395041,113549,12249,13188,92.9,9318,10379,89.8,1907,2834,67.3,71,65.5,63.6,5.5,516,1948,554,62,2429,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats"
2019,"Manchester City","Premier League","opponent",21,38,9950,13564,73.4,181073,73759,4566,5339,85.5,3733,4587,81.4,1253,2679,46.8,14,17.6,16.3,-3.6,179,610,166,41,802,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats"
2019,"Manchester Utd","Premier League","team",28,38,16834,20942,80.4,284489,101728,7987,8945,89.3,6247,7334,85.2,1704,2961,57.5,40,39.6,38.3,0.4,381,1219,339,58,1668,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats"
2019,"Manchester Utd","Premier League","opponent",28,38,13430,17529,76.6,224440,85856,6749,7598,88.8,4761,5847,81.4,1330,2804,47.4,37,36.7,34.1,0.3,371,1027,288,66,1336,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats"
2019,"Marseille","Ligue 1","team",24,38,15952,19944,80,262210,95452,8017,8977,89.3,5431,6468,84,1644,2937,56,45,38.5,35.2,6.5,405,1021,269,108,1474,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats"
2019,"Marseille","Ligue 1","opponent",24,38,12436,16229,76.6,224767,88104,5605,6504,86.2,4935,5951,82.9,1487,2787,53.4,29,24.6,25,4.4,277,855,162,35,1213,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats"
2019,"Milan","Serie A","team",23,38,17537,21047,83.3,305990,106870,8301,9101,91.2,7116,8146,87.4,1757,2888,60.8,35,35.6,31.9,-0.6,449,1284,349,98,1759,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats"
2019,"Milan","Serie A","opponent",23,38,14344,17948,79.9,250674,93653,6591,7399,89.1,5734,6697,85.6,1519,2711,56,21,29.2,26.5,-8.2,355,1113,290,92,1505,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats"
2019,"Monaco","Ligue 1","team",42,38,14098,18035,78.2,252139,93176,6145,7094,86.6,6061,7206,84.1,1498,2705,55.4,25,31.4,29.7,-6.4,322,1075,258,84,1624,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats"
2019,"Monaco","Ligue 1","opponent",42,38,14366,18191,79,258655,97674,6432,7394,87,5754,6734,85.4,1697,2978,57,43,35.6,30.4,7.4,318,990,240,82,1369,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats"
2019,"Montpellier","Ligue 1","team",25,38,13573,17733,76.5,258702,105789,5776,6744,85.6,5467,6615,82.6,1997,3384,59,28,35.1,31.1,-7.1,369,1127,258,93,1497,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats"
2019,"Montpellier","Ligue 1","opponent",25,38,15291,19401,78.8,272404,102116,6895,7887,87.4,6014,7087,84.9,1828,3178,57.5,25,30,27,-5,313,1012,212,63,1490,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats"
2019,"Nantes","Ligue 1","team",33,38,13321,17765,75,229094,96362,6332,7461,84.9,4909,6109,80.4,1471,2845,51.7,28,30.6,27.7,-2.6,380,1049,255,83,1472,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats"
2019,"Nantes","Ligue 1","opponent",33,38,13464,17707,76,243143,96310,5970,7011,85.2,5442,6588,82.6,1569,2982,52.6,35,30.6,31.4,4.4,283,1064,236,61,1448,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats"
2019,"Napoli","Serie A","team",26,38,21096,24763,85.2,345646,108898,10691,11567,92.4,7613,8584,88.7,1968,3072,64.1,54,49.4,42,4.6,563,1607,404,78,2089,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats"
2019,"Napoli","Serie A","opponent",26,38,13784,17347,79.5,243802,98255,6458,7216,89.5,5260,6284,83.7,1585,2796,56.7,28,27.2,23.3,0.8,322,882,271,95,1242,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats"
2019,"Newcastle Utd","Premier League","team",24,38,10774,15231,70.7,197304,79475,4812,5773,83.4,3758,4863,77.3,1584,3269,48.5,33,27.4,23.4,5.6,324,792,255,99,985,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats"
2019,"Newcastle Utd","Premier League","opponent",24,38,18449,23109,79.8,315246,107717,8766,9981,87.8,7050,8324,84.7,1900,3222,59,32,39.5,39.3,-7.5,349,1441,381,96,1868,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats"
2019,"Nice","Ligue 1","team",30,38,18039,21274,84.8,320065,111064,7977,8773,90.9,8026,8870,90.5,1708,2766,61.7,18,30.8,27.2,-12.8,329,1072,169,43,1537,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats"
2019,"Nice","Ligue 1","opponent",30,38,13791,17481,78.9,250849,92300,6143,6956,88.3,5460,6431,84.9,1741,2996,58.1,25,33.8,33,-8.8,367,1048,316,100,1506,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats"
2019,"Nîmes","Ligue 1","team",23,38,11364,15574,73,201850,84311,5502,6481,84.9,4036,5079,79.5,1399,2975,47,37,34.1,27.5,2.9,365,946,199,64,1229,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats"
2019,"Nîmes","Ligue 1","opponent",23,38,14638,18794,77.9,267644,104641,6217,7310,85,6163,7322,84.2,1775,3032,58.5,43,41.7,33.8,1.3,359,1100,244,74,1627,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats"
2019,"Nürnberg","Bundesliga","team",27,34,10558,14199,74.4,195884,77242,4429,5210,85,4431,5373,82.5,1327,2687,49.4,16,21.1,25.4,-5.1,243,700,166,41,989,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats"
2019,"Nürnberg","Bundesliga","opponent",27,34,16091,19664,81.8,294074,101869,6746,7568,89.1,6987,8026,87.1,1883,3024,62.3,45,39.1,44.1,5.9,393,1339,334,91,1862,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats"
2019,"Paris S-G","Ligue 1","team",30,38,21887,25100,87.2,339439,113934,11267,12199,92.4,7815,8653,90.3,1542,2281,67.6,72,63.1,67.1,8.9,421,1601,461,53,2207,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats"
2019,"Paris S-G","Ligue 1","opponent",30,38,11178,14334,78,191858,79130,5485,6190,88.6,3838,4594,83.5,1296,2460,52.7,23,27.3,22.4,-4.3,298,688,165,49,946,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats"
2019,"Parma","Serie A","team",31,38,9920,13707,72.4,192103,82772,4120,4879,84.4,4043,5068,79.8,1490,2908,51.2,22,26.9,16.8,-4.9,244,779,164,45,990,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats"
2019,"Parma","Serie A","opponent",31,38,18675,22640,82.5,322816,108034,8603,9532,90.3,7711,8913,86.5,1800,3023,59.5,38,47.5,42.5,-9.5,596,1643,476,152,2157,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats"
2019,"RB Leipzig","Bundesliga","team",23,34,12448,16841,73.9,204197,88278,6154,7307,84.2,4271,5496,77.7,1254,2457,51,41,46,41.6,-5,383,1085,324,70,1607,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats"
2019,"RB Leipzig","Bundesliga","opponent",23,34,12788,17249,74.1,241968,89922,5204,6144,84.7,5416,6602,82,1769,3324,53.2,16,27.3,28.6,-11.3,224,761,193,54,1158,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats"
2019,"Rayo Vallecano","La Liga","team",29,38,12469,16307,76.5,226255,87288,5658,6496,87.1,4841,5856,82.7,1534,2945,52.1,24,33,29.2,-9,334,904,224,80,1326,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats"
2019,"Rayo Vallecano","La Liga","opponent",29,38,13416,17602,76.2,250949,95976,5813,6721,86.5,5391,6499,83,1830,3275,55.9,51,41,38.1,10,326,1203,327,94,1557,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats"
2019,"Real Madrid","La Liga","team",27,38,20625,24198,85.2,365419,117707,9972,10890,91.6,7745,8656,89.5,2465,3521,70,39,49.9,44.8,-10.9,464,1628,386,87,2094,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats"
2019,"Real Madrid","La Liga","opponent",27,38,12483,16019,77.9,221205,86266,5911,6674,88.6,4727,5617,84.2,1436,2676,53.7,32,33,27.3,-1,282,902,209,60,1158,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats"
2019,"Real Sociedad","La Liga","team",30,38,14565,18547,78.5,268094,94553,6175,7064,87.4,6300,7372,85.5,1729,3062,56.5,27,33,31.3,-6,316,1016,252,89,1381,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats"
2019,"Real Sociedad","La Liga","opponent",30,38,13338,17566,75.9,246660,91628,5876,6814,86.2,5123,6225,82.3,1863,3370,55.3,30,34.2,34.2,-4.2,316,1063,284,94,1407,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats"
2019,"Reims","Ligue 1","team",27,38,11567,15680,73.8,221473,88002,4875,5802,84,4835,6014,80.4,1593,2993,53.2,27,27.7,24.2,-0.7,299,841,220,65,1262,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats"
2019,"Reims","Ligue 1","opponent",27,38,16476,20598,80,293563,103307,7316,8318,88,6733,7857,85.7,1846,3196,57.8,22,29,34.4,-7,315,1299,250,90,1663,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats"
2019,"Rennes","Ligue 1","team",28,38,14148,17863,79.2,255409,93209,6365,7254,87.7,5693,6667,85.4,1674,2912,57.5,34,34.4,31.9,-0.4,324,1013,252,66,1522,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats"
2019,"Rennes","Ligue 1","opponent",28,38,13661,17504,78,243971,92495,6204,7070,87.8,5398,6452,83.7,1592,2920,54.5,39,34.8,32.6,4.2,362,1015,261,90,1482,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats"
2019,"Roma","Serie A","team",26,38,15305,19082,80.2,274902,105832,6912,7787,88.8,5991,7080,84.6,1904,3105,61.3,41,46.2,38.2,-5.2,488,1241,371,117,1678,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
2019,"Roma","Serie A","opponent",26,38,14313,18211,78.6,245545,91810,6902,7669,90,5576,6714,83.1,1412,2782,50.8,34,38.3,30.3,-4.3,417,1009,286,92,1413,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
2019,"SPAL","Serie A","team",28,38,14255,17829,80,242896,93003,6942,7682,90.4,5314,6268,84.8,1457,2703,53.9,30,28.2,23.9,1.8,349,945,242,124,1259,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
2019,"SPAL","Serie A","opponent",28,38,14079,17781,79.2,257366,95985,6018,6806,88.4,5885,6923,85,1736,2943,59,38,35.8,32.3,2.2,407,1157,315,69,1519,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
2019,"Saint-Étienne","Ligue 1","team",29,38,15063,19107,78.8,273799,99072,6606,7526,87.8,6141,7203,85.3,1836,3273,56.1,40,39.2,33.6,0.8,368,1022,259,81,1543,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
2019,"Saint-Étienne","Ligue 1","opponent",29,38,13420,17337,77.4,235190,89643,6299,7231,87.1,5162,6235,82.8,1504,2793,53.8,29,34.5,31.7,-5.5,366,978,234,60,1351,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
2019,"Sampdoria","Serie A","team",24,38,17067,21032,81.1,278587,101876,8556,9554,89.6,6492,7604,85.4,1417,2597,54.6,41,34.1,33.5,6.9,339,1328,343,74,1685,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
2019,"Sampdoria","Serie A","opponent",24,38,13392,17320,77.3,250784,90463,5862,6650,88.2,5219,6291,83,1907,3290,58,27,37.5,32.7,-10.5,380,995,319,110,1404,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
2019,"Sassuolo","Serie A","team",29,38,16386,20009,81.9,282756,98616,7582,8414,90.1,6803,7791,87.3,1550,2702,57.4,33,34.1,28.2,-1.1,377,1183,257,64,1511,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Sassuolo","Serie A","opponent",29,38,13640,17304,78.8,247904,90985,5952,6789,87.7,5548,6550,84.7,1663,2819,59,38,38,31.4,0,356,1071,313,105,1413,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Schalke 04","Bundesliga","team",32,34,10812,14474,74.7,209639,80371,4241,5068,83.7,4874,5828,83.6,1509,2800,53.9,23,29.7,27,-6.7,305,837,211,47,1148,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Schalke 04","Bundesliga","opponent",32,34,13754,17542,78.4,248708,90373,5706,6632,86,5865,6872,85.3,1627,2786,58.4,35,32.6,30.2,2.4,324,871,239,60,1317,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Sevilla","La Liga","team",27,38,14555,18806,77.4,264057,99500,6592,7512,87.8,5816,6932,83.9,1752,3230,54.2,47,49.3,45.6,-2.3,390,1165,392,103,1804,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Sevilla","La Liga","opponent",27,38,13190,17254,76.4,243512,94681,5859,6810,86,5203,6303,82.5,1734,3144,55.2,29,31.2,30.9,-2.2,354,1041,263,68,1407,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Southampton","Premier League","team",30,38,11463,15930,72,201495,79147,5615,6610,84.9,4317,5535,78,1241,2873,43.2,27,29.3,27.9,-2.3,337,1086,260,68,1333,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Southampton","Premier League","opponent",30,38,16244,21051,77.2,282476,101329,7503,8704,86.2,6346,7649,83,1724,3166,54.5,49,40.7,36.2,8.3,383,1164,343,79,1574,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Strasbourg","Ligue 1","team",26,38,14722,18749,78.5,276937,98131,6264,7206,86.9,5781,6831,84.6,2129,3501,60.8,43,28.1,26.3,14.9,310,1056,236,94,1460,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Strasbourg","Ligue 1","opponent",26,38,14907,18700,79.7,262110,96321,6791,7676,88.5,5876,6948,84.6,1695,2937,57.7,30,35.7,32.2,-5.7,379,1074,262,87,1448,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Stuttgart","Bundesliga","team",26,34,11198,15209,73.6,207957,79413,4792,5632,85.1,4494,5530,81.3,1508,2949,51.1,26,28.2,30.9,-2.2,304,815,229,103,1130,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Stuttgart","Bundesliga","opponent",26,34,14307,18252,78.4,258925,95081,6123,7064,86.7,6026,7078,85.1,1683,2936,57.3,48,39.4,42,8.6,375,1105,294,82,1461,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Torino","Serie A","team",25,38,12851,17064,75.3,237922,91472,5512,6452,85.4,5066,6276,80.7,1788,3181,56.2,31,32,28.1,-1,378,984,309,119,1407,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Torino","Serie A","opponent",25,38,11927,16275,73.3,217038,90251,5314,6298,84.4,4658,5856,79.5,1533,2918,52.5,23,32.3,29.3,-9.3,356,926,263,80,1313,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Tottenham","Premier League","team",28,38,18808,23056,81.6,324971,107296,8731,9745,89.6,7694,8904,86.4,1810,3083,58.7,47,39.1,36.2,7.9,392,1283,364,90,1744,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Tottenham","Premier League","opponent",28,38,11840,15982,74.1,217278,86532,5431,6334,85.7,4181,5215,80.2,1691,3167,53.4,28,33.6,29.1,-5.6,342,933,255,72,1198,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Toulouse","Ligue 1","team",29,38,12893,16989,75.9,227561,94710,6070,7039,86.2,4882,6027,81,1518,2911,52.1,16,29.3,29.4,-13.3,310,991,220,63,1465,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Toulouse","Ligue 1","opponent",29,38,14245,18486,77.1,250013,95537,6668,7586,87.9,5384,6513,82.7,1635,3115,52.5,41,41,35,0,429,1146,289,90,1656,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Udinese","Serie A","team",31,38,11520,15218,75.7,209065,82604,5214,6052,86.2,4343,5382,80.7,1526,2759,55.3,30,27.9,25.1,2.1,342,774,234,77,1088,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
