"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
2019,"Watford","Premier League","team",25,28.5,46.7,38,418,3420,38,51,39,90,50,1,1,80,4,48.2,47.5,34.8,82.3,588,1294,1.34,1.03,2.37,1.32,2.34,1.27,0.92,2.19,1.25,2.17,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Watford","Premier League","opponent",25,26.8,53.3,38,418,3420,38,56,38,94,52,4,5,50,3,59.2,55.3,39.5,94.8,762,1605,1.47,1,2.47,1.37,2.37,1.56,1.04,2.6,1.45,2.49,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Werder Bremen","Bundesliga","team",24,27.1,52.1,34,374,3060,34,57,38,95,53,4,4,64,3,49.8,46.7,33.7,80.3,635,1672,1.68,1.12,2.79,1.56,2.68,1.46,0.99,2.45,1.37,2.36,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"Werder Bremen","Bundesliga","opponent",24,25.7,48,34,374,3060,34,49,36,85,45,4,5,57,1,56.1,52.5,40.5,93.1,687,1322,1.44,1.06,2.5,1.32,2.38,1.65,1.19,2.84,1.55,2.74,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"West Ham","Premier League","team",26,27.6,48.6,38,418,3420,38,51,33,84,46,5,5,59,1,47.6,43.8,34.1,77.9,731,1478,1.34,0.87,2.21,1.21,2.08,1.25,0.9,2.15,1.15,2.05,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"West Ham","Premier League","opponent",26,26.7,51.4,38,418,3420,38,54,40,94,50,4,5,57,1,61.9,58,46.7,104.7,853,1781,1.42,1.05,2.47,1.32,2.37,1.63,1.23,2.86,1.53,2.76,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"Wolfsburg","Bundesliga","team",25,25.4,53.3,34,374,3060,34,59,38,97,54,5,5,62,0,47.6,43.8,33,76.9,618,1320,1.74,1.12,2.85,1.59,2.71,1.4,0.97,2.37,1.29,2.26,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolfsburg","Bundesliga","opponent",25,25.8,46.7,34,374,3060,34,50,36,86,46,4,6,67,2,48.3,44.1,34.8,78.9,693,1369,1.47,1.06,2.53,1.35,2.41,1.42,1.02,2.45,1.3,2.32,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolves","Premier League","team",21,26.1,46.8,38,418,3420,38,46,35,81,42,4,4,73,1,52.1,49,39.4,88.4,743,1350,1.21,0.92,2.13,1.11,2.03,1.37,1.04,2.41,1.29,2.33,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2019,"Wolves","Premier League","opponent",21,26.8,53.2,38,418,3420,38,42,32,74,39,3,4,76,4,42.1,39,27.7,66.7,750,1573,1.11,0.84,1.95,1.03,1.87,1.11,0.73,1.84,1.03,1.76,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2020,"Alavés","La Liga","team",32,27.6,41.5,38,418,3420,38,34,20,54,28,6,6,111,7,39.3,34.7,26.9,61.6,403,944,0.89,0.53,1.42,0.74,1.26,1.03,0.71,1.74,0.91,1.62,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Alavés","La Liga","opponent",32,27.3,58.5,38,418,3420,38,59,36,95,47,12,15,87,3,57.8,46.3,37.1,83.5,656,1548,1.55,0.95,2.5,1.24,2.18,1.52,0.98,2.5,1.22,2.2,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Amiens","Ligue 1","team",27,27.4,45.6,28,308,2520,28,30,20,50,27,3,5,59,4,27.4,23.4,16.9,40.4,384,1013,1.07,0.71,1.79,0.96,1.68,0.98,0.6,1.58,0.84,1.44,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Amiens","Ligue 1","opponent",27,26,54.4,28,308,2520,28,49,36,85,48,1,1,43,1,39.3,38.6,28.2,66.8,587,1238,1.75,1.29,3.04,1.71,3,1.4,1.01,2.41,1.38,2.39,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Angers","Ligue 1","team",26,28,45.3,28,308,2520,28,27,21,48,26,1,1,43,2,29.3,28.5,23,51.5,542,1088,0.96,0.75,1.71,0.93,1.68,1.05,0.82,1.87,1.02,1.84,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Angers","Ligue 1","opponent",26,26.2,54.8,28,308,2520,28,33,25,58,30,3,3,47,0,28.4,26.1,21.6,47.7,569,1308,1.18,0.89,2.07,1.07,1.96,1.01,0.77,1.79,0.93,1.7,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Arsenal","Premier League","team",29,25.8,53.8,38,418,3420,38,56,35,91,53,3,3,88,5,47,44.6,31.4,76.1,815,1641,1.47,0.92,2.39,1.39,2.32,1.24,0.83,2.06,1.17,2,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Arsenal","Premier League","opponent",29,26.6,46.3,38,418,3420,38,48,30,78,41,7,8,79,1,55.3,48.9,39.1,88.1,759,1369,1.26,0.79,2.05,1.08,1.87,1.46,1.03,2.48,1.29,2.32,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Aston Villa","Premier League","team",28,25.7,44.1,38,418,3420,38,40,32,72,39,1,3,70,1,44.3,41.8,34.2,76,639,1247,1.05,0.84,1.89,1.03,1.87,1.16,0.9,2.06,1.1,2,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Aston Villa","Premier League","opponent",28,26.6,55.9,38,418,3420,38,66,44,110,61,5,6,90,7,67.8,63,46.6,109.6,838,1823,1.74,1.16,2.89,1.61,2.76,1.78,1.23,3.01,1.66,2.88,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Atalanta","Serie A","team",30,27.2,57.2,38,418,3420,38,96,68,164,89,7,10,80,2,83.5,75.6,58.9,134.5,978,1867,2.53,1.79,4.32,2.34,4.13,2.2,1.55,3.75,1.99,3.54,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Atalanta","Serie A","opponent",30,27,42.8,38,418,3420,38,45,30,75,39,6,6,106,7,41.3,36.6,27.9,64.5,597,1072,1.18,0.79,1.97,1.03,1.82,1.09,0.73,1.82,0.96,1.7,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Athletic Club","La Liga","team",26,26.7,48.7,38,418,3420,38,40,23,63,32,8,10,90,2,41.5,33.8,26.2,60,604,1291,1.05,0.61,1.66,0.84,1.45,1.09,0.69,1.78,0.89,1.58,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Athletic Club","La Liga","opponent",26,27.1,51.3,38,418,3420,38,36,26,62,31,5,7,89,0,48.8,43.7,34.6,78.3,615,1390,0.95,0.68,1.63,0.82,1.5,1.28,0.91,2.19,1.15,2.06,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Atlético Madrid","La Liga","team",30,26.1,48.6,38,418,3420,38,50,35,85,44,6,8,93,3,56.8,50.6,39.4,90,598,1333,1.32,0.92,2.24,1.16,2.08,1.5,1.04,2.53,1.33,2.37,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Atlético Madrid","La Liga","opponent",30,27.4,51.4,38,418,3420,38,24,15,39,21,3,4,113,4,32.5,29.5,22.9,52.5,619,1523,0.63,0.39,1.03,0.55,0.95,0.85,0.6,1.46,0.78,1.38,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Augsburg","Bundesliga","team",28,26.2,38.6,34,374,3060,34,45,29,74,42,3,5,68,2,43.1,39.1,29.7,68.8,411,815,1.32,0.85,2.18,1.24,2.09,1.27,0.87,2.14,1.15,2.02,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Augsburg","Bundesliga","opponent",28,25.9,61.4,34,374,3060,34,60,50,110,60,0,1,64,3,56.6,55.8,44.9,100.7,643,1564,1.76,1.47,3.24,1.76,3.24,1.66,1.32,2.99,1.64,2.96,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Barcelona","La Liga","team",28,27.8,66.4,38,418,3420,38,84,62,146,78,6,6,92,6,66.3,61.7,49.5,111.2,923,2042,2.21,1.63,3.84,2.05,3.68,1.75,1.3,3.05,1.62,2.93,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Barcelona","La Liga","opponent",28,27,33.6,38,418,3420,38,38,21,59,32,6,7,89,4,38.3,32.9,23.6,56.5,576,1003,1,0.55,1.55,0.84,1.39,1.01,0.62,1.63,0.87,1.49,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Bayern Munich","Bundesliga","team",29,26.7,65.1,34,374,3060,34,97,75,172,91,6,6,54,3,89.5,84.8,73.1,157.9,930,2300,2.85,2.21,5.06,2.68,4.88,2.63,2.15,4.78,2.49,4.64,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Bayern Munich","Bundesliga","opponent",29,26,34.9,34,374,3060,34,31,23,54,28,3,4,57,3,37.9,34.8,26.3,61.1,433,840,0.91,0.68,1.59,0.82,1.5,1.11,0.77,1.89,1.02,1.8,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Betis","La Liga","team",27,27.5,56.7,38,418,3420,38,48,35,83,42,6,8,108,9,51,45.2,36.9,82,834,1475,1.26,0.92,2.18,1.11,2.03,1.34,0.97,2.31,1.19,2.16,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Betis","La Liga","opponent",27,27,43.3,38,418,3420,38,59,40,99,48,11,11,111,5,54.8,46.2,36.1,82.3,613,1263,1.55,1.05,2.61,1.26,2.32,1.44,0.95,2.39,1.22,2.16,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Bologna","Serie A","team",31,27.2,52.6,38,418,3420,38,48,31,79,43,5,6,109,7,56.9,52.2,41.3,93.5,799,1672,1.26,0.82,2.08,1.13,1.95,1.5,1.09,2.58,1.37,2.46,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bologna","Serie A","opponent",31,26.9,47.4,38,418,3420,38,64,40,104,58,6,8,104,7,54.8,48.5,38.3,86.8,767,1433,1.68,1.05,2.74,1.53,2.58,1.44,1.01,2.45,1.28,2.29,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bordeaux","Ligue 1","team",26,26.9,53.6,28,308,2520,28,40,29,69,38,2,2,55,0,30.4,28.8,21.6,50.4,441,995,1.43,1.04,2.46,1.36,2.39,1.08,0.77,1.86,1.03,1.8,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bordeaux","Ligue 1","opponent",26,25.9,46.4,28,308,2520,28,33,28,61,31,2,3,65,8,36.9,34.6,28.5,63,580,1053,1.18,1,2.18,1.11,2.11,1.32,1.02,2.34,1.23,2.25,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bournemouth","Premier League","team",27,25.2,44.1,38,418,3420,38,38,24,62,34,4,4,78,3,44.8,41.7,30.6,72.3,601,1256,1,0.63,1.63,0.89,1.53,1.18,0.8,1.98,1.1,1.9,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Bournemouth","Premier League","opponent",27,26.8,55.9,38,418,3420,38,65,45,110,60,5,6,67,3,62.3,57.6,42.6,100.2,743,1670,1.71,1.18,2.89,1.58,2.76,1.64,1.12,2.76,1.52,2.64,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Brescia","Serie A","team",32,25.6,40.6,38,418,3420,38,34,22,56,30,4,4,95,6,43.4,40.2,28.8,69,537,1241,0.89,0.58,1.47,0.79,1.37,1.14,0.76,1.9,1.06,1.82,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brescia","Serie A","opponent",32,27.1,59.4,38,418,3420,38,76,55,131,67,9,11,106,2,74.5,66.2,52.4,118.6,900,1865,2,1.45,3.45,1.76,3.21,1.96,1.38,3.34,1.74,3.12,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brest","Ligue 1","team",24,26.1,49.8,28,308,2520,28,32,27,59,31,1,5,45,2,30.7,26.8,22.1,48.9,415,1138,1.14,0.96,2.11,1.11,2.07,1.1,0.79,1.89,0.96,1.75,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brest","Ligue 1","opponent",24,26.2,50.2,28,308,2520,28,37,24,61,33,4,6,40,1,45.5,40.8,30.5,71.3,621,1144,1.32,0.86,2.18,1.18,2.04,1.62,1.09,2.71,1.46,2.55,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brighton","Premier League","team",25,26.4,52.2,38,418,3420,38,35,24,59,34,1,2,59,2,45.4,43.8,31.6,75.4,669,1675,0.92,0.63,1.55,0.89,1.53,1.2,0.83,2.03,1.15,1.99,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Brighton","Premier League","opponent",25,26.5,47.8,38,418,3420,38,52,42,94,50,2,2,61,1,55,53.4,43.1,96.5,773,1342,1.37,1.11,2.47,1.32,2.42,1.45,1.13,2.58,1.4,2.54,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Burnley","Premier League","team",22,28,41.9,38,418,3420,38,41,30,71,38,3,3,67,0,47.4,45.3,32.4,77.7,437,890,1.08,0.79,1.87,1,1.79,1.25,0.85,2.1,1.19,2.04,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Burnley","Premier League","opponent",22,26.5,58.1,38,418,3420,38,49,38,87,45,4,5,42,3,49.8,45.8,36.6,82.4,857,1544,1.29,1,2.29,1.18,2.18,1.31,0.96,2.27,1.21,2.17,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Cagliari","Serie A","team",33,27.4,45.7,38,418,3420,38,50,34,84,46,4,6,108,6,41.8,37.1,32,69,662,1288,1.32,0.89,2.21,1.21,2.11,1.1,0.84,1.94,0.98,1.82,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Cagliari","Serie A","opponent",33,27,54.3,38,418,3420,38,53,35,88,46,7,9,76,6,59,52.7,40.5,93.2,850,1740,1.39,0.92,2.32,1.21,2.13,1.55,1.07,2.62,1.39,2.45,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Celta Vigo","La Liga","team",30,25.8,51.7,38,418,3420,38,37,26,63,31,6,9,104,6,39.2,32.4,26.2,58.7,670,1364,0.97,0.68,1.66,0.82,1.5,1.03,0.69,1.72,0.85,1.54,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Celta Vigo","La Liga","opponent",30,27.2,48.4,38,418,3420,38,49,31,80,44,5,5,119,5,45.3,41.4,33.4,74.7,679,1436,1.29,0.82,2.11,1.16,1.97,1.19,0.88,2.07,1.09,1.97,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Chelsea","Premier League","team",27,25.5,60.4,38,418,3420,38,69,46,115,62,7,7,60,0,69.2,64.4,46.7,111.1,983,1897,1.82,1.21,3.03,1.63,2.84,1.82,1.23,3.05,1.7,2.92,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Chelsea","Premier League","opponent",27,26.4,39.6,38,418,3420,38,51,36,87,49,2,2,76,3,38.6,37,27.4,64.4,464,1151,1.34,0.95,2.29,1.29,2.24,1.01,0.72,1.74,0.97,1.69,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Crystal Palace","Premier League","team",25,29.4,44.8,38,418,3420,38,29,20,49,26,3,3,62,2,35.8,33.6,26,59.5,596,1223,0.76,0.53,1.29,0.68,1.21,0.94,0.68,1.63,0.88,1.57,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Crystal Palace","Premier League","opponent",25,26.5,55.2,38,418,3420,38,48,36,84,48,0,1,88,5,57,56.2,40,96.2,769,1690,1.26,0.95,2.21,1.26,2.21,1.5,1.05,2.55,1.48,2.53,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Dijon","Ligue 1","team",28,26.9,46.5,28,308,2520,28,26,17,43,25,1,1,43,2,30.5,29.9,22.9,52.8,513,909,0.93,0.61,1.54,0.89,1.5,1.09,0.82,1.91,1.07,1.88,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dijon","Ligue 1","opponent",28,26.1,53.5,28,308,2520,28,35,25,60,34,1,1,44,3,38.4,37.6,28.1,65.8,546,1296,1.25,0.89,2.14,1.21,2.11,1.37,1,2.38,1.34,2.35,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dortmund","Bundesliga","team",27,25.8,60.4,34,374,3060,34,84,74,158,82,2,2,49,1,61,59.5,50.6,110.1,792,1736,2.47,2.18,4.65,2.41,4.59,1.8,1.49,3.28,1.75,3.24,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Dortmund","Bundesliga","opponent",27,26.2,39.6,34,374,3060,34,38,27,65,35,3,3,53,1,40.9,38.6,31.3,69.9,584,1101,1.12,0.79,1.91,1.03,1.82,1.2,0.92,2.12,1.14,2.06,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Düsseldorf","Bundesliga","team",28,27.1,45.6,34,374,3060,34,36,26,62,32,4,4,78,0,35.9,32.7,24.2,56.9,487,1268,1.06,0.76,1.82,0.94,1.71,1.06,0.71,1.77,0.96,1.67,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Düsseldorf","Bundesliga","opponent",28,26.1,54.4,34,374,3060,34,63,53,116,60,3,5,64,5,60.7,57.5,44.2,101.7,622,1286,1.85,1.56,3.41,1.76,3.32,1.79,1.3,3.09,1.69,2.99,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Eibar","La Liga","team",26,29.3,46.3,38,418,3420,38,38,24,62,31,7,10,92,3,42,34.2,26,60.2,424,1265,1,0.63,1.63,0.82,1.45,1.1,0.68,1.79,0.9,1.58,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eibar","La Liga","opponent",26,27,53.7,38,418,3420,38,55,38,93,51,4,6,70,2,53,48.4,40,88.5,561,1177,1.45,1,2.45,1.34,2.34,1.39,1.05,2.45,1.27,2.33,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eint Frankfurt","Bundesliga","team",27,27,50.9,34,374,3060,34,57,45,102,55,2,2,71,4,59.5,58,44.8,102.8,677,1389,1.68,1.32,3,1.62,2.94,1.75,1.32,3.07,1.71,3.02,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Eint Frankfurt","Bundesliga","opponent",27,25.8,49.1,34,374,3060,34,58,46,104,55,3,3,67,6,49.9,47.6,40.3,87.9,563,1264,1.71,1.35,3.06,1.62,2.97,1.47,1.18,2.65,1.4,2.58,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Espanyol","La Liga","team",31,27.7,47.4,38,418,3420,38,25,17,42,21,4,4,107,9,38.6,35.6,27.3,62.9,561,1240,0.66,0.45,1.11,0.55,1,1.02,0.72,1.74,0.94,1.66,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Espanyol","La Liga","opponent",31,27.3,52.6,38,418,3420,38,56,35,91,50,6,7,75,6,51,45.8,34.9,80.8,688,1452,1.47,0.92,2.39,1.32,2.24,1.34,0.92,2.26,1.21,2.13,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Everton","Premier League","team",24,25.5,49,38,418,3420,38,42,32,74,41,1,1,76,3,50.8,50,38.1,88.1,623,1430,1.11,0.84,1.95,1.08,1.92,1.34,1,2.34,1.32,2.32,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Everton","Premier League","opponent",24,26.6,51,38,418,3420,38,53,39,92,50,3,4,61,2,48.3,45.2,34.2,79.4,675,1405,1.39,1.03,2.42,1.32,2.34,1.27,0.9,2.17,1.19,2.09,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Fiorentina","Serie A","team",33,25.1,47.4,38,418,3420,38,48,30,78,39,9,11,105,5,53.6,45.4,34.5,79.8,857,1446,1.26,0.79,2.05,1.03,1.82,1.41,0.91,2.32,1.19,2.1,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Fiorentina","Serie A","opponent",33,27.1,52.6,38,418,3420,38,48,31,79,39,9,11,95,3,48.9,40.4,32.2,72.6,826,1497,1.26,0.82,2.08,1.03,1.84,1.29,0.85,2.13,1.06,1.91,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Freiburg","Bundesliga","team",26,26.4,48.1,34,374,3060,34,46,27,73,41,5,6,43,2,46.7,42,33,75,537,1128,1.35,0.79,2.15,1.21,2,1.37,0.97,2.34,1.24,2.21,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Freiburg","Bundesliga","opponent",26,26,51.9,34,374,3060,34,47,32,79,44,3,4,74,6,64.6,61.3,44.9,106.2,762,1350,1.38,0.94,2.32,1.29,2.24,1.9,1.32,3.22,1.8,3.12,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Genoa","Serie A","team",34,26.8,49.5,38,418,3420,38,46,28,74,35,11,16,107,10,48.7,36.2,27.6,63.7,583,1280,1.21,0.74,1.95,0.92,1.66,1.28,0.73,2.01,0.95,1.68,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Genoa","Serie A","opponent",34,26.9,50.5,38,418,3420,38,71,52,123,64,7,9,96,8,60,52.9,40.8,93.8,859,1623,1.87,1.37,3.24,1.68,3.05,1.58,1.07,2.65,1.39,2.47,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Getafe","La Liga","team",30,27.5,45,38,418,3420,38,42,31,73,36,6,7,135,5,41.6,36.1,27.9,64,416,1196,1.11,0.82,1.92,0.95,1.76,1.09,0.73,1.83,0.95,1.69,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Getafe","La Liga","opponent",30,27.2,55,38,418,3420,38,35,21,56,30,5,6,122,11,41.4,36.7,29.5,66.1,376,1089,0.92,0.55,1.47,0.79,1.34,1.09,0.78,1.87,0.96,1.74,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Gladbach","Bundesliga","team",25,26.3,52.4,34,374,3060,34,64,53,117,60,4,6,77,3,72,67.2,53.6,120.8,650,1305,1.88,1.56,3.44,1.76,3.32,2.12,1.58,3.69,1.98,3.55,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Gladbach","Bundesliga","opponent",25,26,47.6,34,374,3060,34,40,30,70,39,1,2,86,3,45.9,44.3,34.9,79.3,572,1186,1.18,0.88,2.06,1.15,2.03,1.35,1.03,2.38,1.3,2.33,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Granada","La Liga","team",27,26.8,43.8,38,418,3420,38,50,34,84,45,5,5,109,1,44.9,40.9,30.5,71.4,511,1009,1.32,0.89,2.21,1.18,2.08,1.18,0.8,1.98,1.08,1.88,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Granada","La Liga","opponent",27,27.4,56.2,38,418,3420,38,45,37,82,41,4,5,116,7,42.6,38.6,33.1,71.7,672,1397,1.18,0.97,2.16,1.08,2.05,1.12,0.87,1.99,1.02,1.89,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Hellas Verona","Serie A","team",30,26.1,49.8,38,418,3420,38,45,27,72,37,8,9,87,7,50.5,43.6,34.5,78.1,728,1575,1.18,0.71,1.89,0.97,1.68,1.33,0.91,2.24,1.15,2.06,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hellas Verona","Serie A","opponent",30,27,50.2,38,418,3420,38,50,31,81,41,9,9,105,8,53.7,46.7,36.8,83.4,781,1450,1.32,0.82,2.13,1.08,1.89,1.41,0.97,2.38,1.23,2.2,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hertha BSC","Bundesliga","team",32,26.2,44.7,34,374,3060,34,45,35,80,42,3,3,78,4,43.1,40.7,32.7,73.4,546,1073,1.32,1.03,2.35,1.24,2.26,1.27,0.96,2.23,1.2,2.16,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hertha BSC","Bundesliga","opponent",32,26.1,55.3,34,374,3060,34,57,43,100,50,7,7,55,3,54.5,49,37.5,86.6,714,1620,1.68,1.26,2.94,1.47,2.74,1.6,1.1,2.71,1.44,2.55,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hoffenheim","Bundesliga","team",31,26,51.6,34,374,3060,34,52,36,88,49,3,4,66,2,56.1,53,40.2,93.2,598,1261,1.53,1.06,2.59,1.44,2.5,1.65,1.18,2.83,1.56,2.74,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Hoffenheim","Bundesliga","opponent",31,26.1,48.4,34,374,3060,34,51,37,88,45,6,8,80,5,59.6,53.3,44.8,98.1,742,1494,1.5,1.09,2.59,1.32,2.41,1.75,1.32,3.07,1.57,2.88,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Inter","Serie A","team",29,27.7,54.2,38,418,3420,38,80,57,137,70,10,11,104,6,69.4,60.8,44,104.7,797,1820,2.11,1.5,3.61,1.84,3.34,1.83,1.16,2.98,1.6,2.76,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
2020,"Inter","Serie A","opponent",29,26.8,45.8,38,418,3420,38,35,24,59,32,3,4,90,4,40.7,37.6,28.2,65.7,779,1323,0.92,0.63,1.55,0.84,1.47,1.07,0.74,1.81,0.99,1.73,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
