"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
2019,"Roma","Serie A","opponent",26,38,18211,16192,1894,479,69,130,730,733,219,85,92,0,14313,125,304,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
2019,"SPAL","Serie A","team",28,38,17829,15788,2004,666,7,122,863,713,196,85,78,1,14255,37,397,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
2019,"SPAL","Serie A","opponent",28,38,17781,15749,1931,508,32,172,697,784,223,76,98,2,14079,101,362,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
2019,"Saint-Étienne","Ligue 1","team",29,38,19107,17040,2007,524,44,178,770,857,224,72,108,4,15063,60,342,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
2019,"Saint-Étienne","Ligue 1","opponent",29,38,17337,15368,1900,488,90,143,631,841,172,88,65,3,13420,69,319,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
2019,"Sampdoria","Serie A","team",24,38,21032,19073,1889,625,44,123,641,696,168,94,45,0,17067,70,405,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
2019,"Sampdoria","Serie A","opponent",24,38,17320,15300,1898,532,50,274,769,757,206,67,84,3,13392,122,391,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
2019,"Sassuolo","Serie A","team",29,38,20009,17981,1955,621,50,143,660,737,185,62,112,3,16386,73,381,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Sassuolo","Serie A","opponent",29,38,17304,15244,1957,562,38,155,776,757,225,98,82,1,13640,103,355,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
2019,"Schalke 04","Bundesliga","team",32,34,14474,12723,1672,442,24,101,521,734,155,24,128,1,10812,79,315,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Schalke 04","Bundesliga","opponent",32,34,17542,15723,1775,492,34,160,539,770,158,56,68,2,13754,44,389,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
2019,"Sevilla","La Liga","team",27,38,18806,16760,1935,559,50,219,812,775,223,68,77,18,14555,111,427,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Sevilla","La Liga","opponent",27,38,17254,15174,1987,608,53,186,662,777,176,58,83,7,13190,93,319,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
2019,"Southampton","Premier League","team",30,38,15930,14072,1797,409,35,139,666,805,193,97,63,22,11463,61,349,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Southampton","Premier League","opponent",30,38,21051,18875,2088,462,63,152,710,1012,214,78,60,25,16244,88,460,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
2019,"Strasbourg","Ligue 1","team",26,38,18749,16765,1941,458,31,332,719,898,157,71,59,2,14722,43,381,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Strasbourg","Ligue 1","opponent",26,38,18700,16740,1911,516,46,120,706,853,188,80,79,2,14907,49,313,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
2019,"Stuttgart","Bundesliga","team",26,34,15209,13362,1780,475,18,117,727,727,169,64,91,0,11198,67,346,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Stuttgart","Bundesliga","opponent",26,34,18252,16456,1727,408,31,145,657,792,195,62,110,3,14307,69,381,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
2019,"Torino","Serie A","team",25,38,17064,14979,2010,621,25,187,751,803,182,59,37,3,12851,75,385,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Torino","Serie A","opponent",25,38,16275,13990,2229,666,27,160,746,921,214,84,96,5,11927,56,440,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
2019,"Tottenham","Premier League","team",28,38,23056,21115,1867,457,87,136,643,851,194,54,81,5,18808,74,445,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Tottenham","Premier League","opponent",28,38,15982,14084,1791,430,72,208,662,776,187,86,57,16,11840,107,379,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
2019,"Toulouse","Ligue 1","team",29,38,16989,14931,1989,531,43,110,629,822,158,61,79,4,12893,69,333,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Toulouse","Ligue 1","opponent",29,38,18486,16366,2050,581,49,182,798,933,195,76,66,7,14245,70,398,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
2019,"Udinese","Serie A","team",31,38,15218,13255,1897,511,25,153,585,725,164,55,66,1,11520,66,319,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
2019,"Udinese","Serie A","opponent",31,38,20721,18708,1978,536,29,140,959,802,257,108,111,3,16751,35,421,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
2019,"Valencia","La Liga","team",25,38,17639,15690,1874,579,47,218,715,722,196,61,86,14,13679,75,372,"https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats"
2019,"Valencia","La Liga","opponent",25,38,20420,18540,1810,496,34,184,781,740,170,66,64,7,16386,70,384,"https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats"
2019,"Valladolid","La Liga","team",28,38,16279,14209,1974,592,21,204,804,745,201,69,70,6,12015,96,364,"https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats"
2019,"Valladolid","La Liga","opponent",28,38,18620,16614,1941,582,51,212,801,777,199,57,90,1,14608,65,405,"https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats"
2019,"Villarreal","La Liga","team",26,38,17648,15718,1835,509,48,183,618,765,168,75,64,4,13758,95,343,"https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats"
2019,"Villarreal","La Liga","opponent",26,38,19100,17060,1953,576,52,263,820,786,214,70,92,2,15157,87,331,"https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats"
2019,"Watford","Premier League","team",25,38,16974,15065,1820,483,32,117,570,755,177,84,55,0,12550,89,348,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Watford","Premier League","opponent",25,38,19586,17653,1818,491,87,169,741,769,210,92,66,10,15141,115,360,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
2019,"Werder Bremen","Bundesliga","team",24,34,18331,16553,1738,449,31,129,676,729,168,91,66,0,14383,40,410,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"Werder Bremen","Bundesliga","opponent",24,34,16798,14997,1698,448,41,220,631,710,182,78,85,5,12854,103,374,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
2019,"West Ham","Premier League","team",26,38,18038,16053,1914,501,75,161,631,824,188,86,82,4,13847,71,416,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"West Ham","Premier League","opponent",26,38,19548,17686,1737,375,86,129,711,799,207,89,85,5,15357,125,434,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
2019,"Wolfsburg","Bundesliga","team",25,34,17159,15333,1759,482,30,250,682,744,175,65,64,5,13184,67,382,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolfsburg","Bundesliga","opponent",25,34,15131,13305,1782,400,15,147,680,805,201,74,94,5,11248,44,375,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
2019,"Wolves","Premier League","team",21,38,18261,16415,1773,361,51,194,622,843,195,63,87,3,13961,73,394,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2019,"Wolves","Premier League","opponent",21,38,21077,19138,1891,456,39,112,654,873,190,75,60,8,16749,48,430,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
2020,"Alavés","La Liga","team",32,38,13973,11911,2001,543,17,108,562,881,136,52,53,0,9612,61,278,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Alavés","La Liga","opponent",32,38,20109,18001,2016,631,43,269,695,907,176,65,59,5,15671,92,329,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
2020,"Amiens","Ligue 1","team",27,28,12850,11356,1457,350,28,91,463,669,108,53,28,0,9685,37,229,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Amiens","Ligue 1","opponent",27,28,15383,13911,1449,418,33,172,558,664,140,60,57,4,12188,23,237,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
2020,"Angers","Ligue 1","team",26,28,13458,12001,1429,351,15,97,550,649,146,48,85,2,10518,28,232,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Angers","Ligue 1","opponent",26,28,16379,15034,1317,348,41,116,471,577,112,54,44,1,13506,28,225,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
2020,"Arsenal","Premier League","team",29,38,20410,18463,1874,487,67,153,699,756,231,96,71,3,16634,73,320,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Arsenal","Premier League","opponent",29,38,17668,15826,1790,465,31,131,784,741,229,105,71,6,13968,52,325,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
2020,"Aston Villa","Premier League","team",28,38,15672,13604,2006,562,17,153,798,797,200,109,34,8,11652,62,307,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Aston Villa","Premier League","opponent",28,38,20266,18345,1878,481,48,172,857,803,242,101,87,7,16142,43,370,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
2020,"Atalanta","Serie A","team",30,38,21860,19949,1861,577,40,163,767,715,248,83,132,0,17945,50,354,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Atalanta","Serie A","opponent",30,38,16331,14347,1925,547,39,109,468,743,121,45,43,0,12397,59,323,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
2020,"Athletic Club","La Liga","team",26,38,16915,14889,1942,517,14,200,754,874,178,70,65,6,12533,84,306,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Athletic Club","La Liga","opponent",26,38,18082,16006,2005,558,32,208,737,876,173,68,60,2,13649,71,316,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
2020,"Atlético Madrid","La Liga","team",30,38,17765,15735,1914,511,62,123,574,835,183,60,92,0,13595,116,283,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Atlético Madrid","La Liga","opponent",30,38,19126,17114,1978,598,15,243,728,769,180,63,67,2,14900,34,343,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
2020,"Augsburg","Bundesliga","team",28,34,12287,10461,1745,441,18,118,479,772,133,59,60,0,8439,81,339,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Augsburg","Bundesliga","opponent",28,34,20275,18389,1816,432,42,155,706,883,173,70,85,5,16310,70,296,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
2020,"Barcelona","La Liga","team",28,38,28227,26418,1726,573,86,183,417,638,185,92,27,2,24758,83,337,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Barcelona","La Liga","opponent",28,38,14303,12675,1560,465,26,159,560,564,137,48,43,4,10889,68,276,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
2020,"Bayern Munich","Bundesliga","team",29,34,24273,22488,1707,444,69,180,850,767,240,91,100,0,20587,78,347,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Bayern Munich","Bundesliga","opponent",29,34,13091,11395,1605,375,27,112,426,598,102,38,51,1,9582,91,255,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
2020,"Betis","La Liga","team",27,38,19823,17676,2063,699,30,205,624,799,185,67,41,2,16182,84,337,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Betis","La Liga","opponent",27,38,15463,13476,1862,519,31,172,708,740,202,75,74,5,11625,125,273,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
2020,"Bologna","Serie A","team",31,38,18465,16401,1979,618,28,134,733,736,228,155,21,2,14608,85,329,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bologna","Serie A","opponent",31,38,16783,14633,2093,644,27,154,664,818,185,72,71,0,12886,57,327,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
2020,"Bordeaux","Ligue 1","team",26,28,15092,13672,1380,389,35,93,425,546,137,83,42,0,12252,40,204,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bordeaux","Ligue 1","opponent",26,28,13024,11580,1407,399,34,94,563,583,165,71,66,2,10061,37,183,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
2020,"Bournemouth","Premier League","team",27,38,16387,14488,1832,450,28,92,646,790,194,104,57,0,12042,67,390,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Bournemouth","Premier League","opponent",27,38,21185,19272,1842,412,67,146,812,851,251,118,85,6,16667,71,377,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
2020,"Brescia","Serie A","team",32,38,14648,12511,2069,644,22,160,641,784,160,44,76,1,10833,68,327,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brescia","Serie A","opponent",32,38,21731,19785,1885,533,48,225,891,764,242,100,100,1,18024,61,306,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
2020,"Brest","Ligue 1","team",24,28,14206,12692,1479,332,32,146,520,722,117,63,28,1,11054,35,245,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brest","Ligue 1","opponent",24,28,14354,12905,1410,337,39,117,609,597,164,65,62,3,11328,39,223,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
2020,"Brighton","Premier League","team",25,38,20056,18194,1791,394,34,200,689,853,178,78,78,0,15881,71,365,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Brighton","Premier League","opponent",25,38,18458,16526,1862,428,38,195,676,843,204,110,52,3,14322,70,356,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
2020,"Burnley","Premier League","team",22,38,14694,12767,1838,408,29,99,743,868,170,158,1,0,10049,89,287,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Burnley","Premier League","opponent",22,38,20627,18589,1988,471,46,177,820,922,238,93,59,12,15824,50,353,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
2020,"Cagliari","Serie A","team",33,38,16868,14891,1921,562,24,167,762,749,154,63,67,1,13131,56,289,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Cagliari","Serie A","opponent",33,38,20192,18195,1907,539,22,209,867,732,236,84,89,1,16537,90,347,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
2020,"Celta Vigo","La Liga","team",30,38,18557,16543,1944,593,38,138,636,749,176,61,78,2,14552,70,367,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Celta Vigo","La Liga","opponent",30,38,17544,15616,1862,511,19,206,783,838,206,83,79,1,13456,66,329,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
2020,"Chelsea","Premier League","team",27,38,25213,23308,1842,401,61,215,862,876,247,106,82,2,20958,63,361,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Chelsea","Premier League","opponent",27,38,16600,14807,1750,428,36,134,518,766,133,64,40,4,12445,43,320,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
2020,"Crystal Palace","Premier League","team",25,38,16395,14377,1965,501,19,79,588,886,177,93,32,36,12274,53,318,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Crystal Palace","Premier League","opponent",25,38,20387,18460,1896,452,34,190,843,888,235,128,79,5,16178,31,340,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
2020,"Dijon","Ligue 1","team",28,28,13029,11560,1437,380,30,90,451,622,121,43,57,3,10073,32,213,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dijon","Ligue 1","opponent",28,28,15098,13618,1446,365,32,137,595,658,161,81,58,2,12016,34,231,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
2020,"Dortmund","Bundesliga","team",27,34,24071,22420,1595,410,63,188,510,694,190,64,77,2,20601,56,353,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Dortmund","Bundesliga","opponent",27,34,15653,14107,1460,343,37,111,454,664,102,42,49,3,12236,86,308,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
2020,"Düsseldorf","Bundesliga","team",28,34,15164,13381,1727,493,19,225,705,730,148,27,98,0,11367,56,296,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Düsseldorf","Bundesliga","opponent",28,34,18407,16655,1681,434,34,95,609,714,162,83,66,2,14730,71,306,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
2020,"Eibar","La Liga","team",26,38,15551,13381,2097,531,11,221,870,1015,189,69,101,1,10439,73,286,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eibar","La Liga","opponent",26,38,18285,15925,2239,580,49,231,630,1037,189,69,63,1,13273,121,310,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
2020,"Eint Frankfurt","Bundesliga","team",27,34,16602,14737,1808,457,16,126,892,813,213,64,120,1,12302,57,375,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Eint Frankfurt","Bundesliga","opponent",27,34,16294,14443,1754,451,33,146,539,770,138,51,62,1,12331,97,357,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
2020,"Espanyol","La Liga","team",31,38,16363,14389,1909,543,19,146,710,800,156,59,64,6,11881,65,281,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Espanyol","La Liga","opponent",31,38,18345,16269,2005,608,40,235,646,833,169,69,50,0,13993,71,343,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
2020,"Everton","Premier League","team",24,38,17736,15790,1888,463,55,165,804,853,203,105,80,2,13433,58,362,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Everton","Premier League","opponent",24,38,18648,16627,1943,497,54,173,655,897,182,81,65,11,14366,78,319,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
2020,"Fiorentina","Serie A","team",33,38,17172,15265,1857,576,41,173,726,705,209,70,112,0,13589,50,313,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Fiorentina","Serie A","opponent",33,38,19046,17110,1855,551,54,128,705,705,185,66,69,0,15326,81,318,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
2020,"Freiburg","Bundesliga","team",26,34,15762,13890,1816,454,31,152,649,766,151,96,35,1,12085,56,349,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Freiburg","Bundesliga","opponent",26,34,17426,15751,1637,361,49,121,736,708,219,89,101,2,13736,38,308,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
2020,"Genoa","Serie A","team",34,38,18157,16145,1955,555,13,142,723,782,166,51,71,0,14305,57,329,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Genoa","Serie A","opponent",34,38,18722,16842,1828,588,28,138,761,714,192,76,82,0,14984,52,311,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
2020,"Getafe","La Liga","team",30,38,13715,11368,2241,630,27,215,833,1094,185,41,69,2,8319,106,377,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Getafe","La Liga","opponent",30,38,16917,14498,2276,782,39,190,505,947,132,49,48,1,11770,143,356,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
2020,"Gladbach","Bundesliga","team",25,34,17974,16127,1756,488,52,107,570,742,172,90,48,2,14321,91,305,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Gladbach","Bundesliga","opponent",25,34,16383,14692,1638,489,23,132,636,667,155,59,71,1,12722,53,343,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
2020,"Granada","La Liga","team",27,38,14105,12058,1977,582,16,133,670,825,163,64,57,0,9810,70,306,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Granada","La Liga","opponent",27,38,18617,16434,2108,617,36,215,724,942,181,70,69,1,14365,75,316,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
2020,"Hellas Verona","Serie A","team",30,38,17641,15621,1929,555,29,94,750,734,207,83,112,0,13348,91,310,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hellas Verona","Serie A","opponent",30,38,17787,15785,1955,615,19,115,719,752,194,89,59,0,13629,47,252,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
2020,"Hertha BSC","Bundesliga","team",32,34,14961,13249,1655,423,13,184,527,742,125,37,72,2,11361,57,302,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hertha BSC","Bundesliga","opponent",32,34,18586,16702,1811,491,37,150,729,833,184,59,107,3,14773,73,370,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
2020,"Hoffenheim","Bundesliga","team",31,34,17932,16146,1725,472,40,89,579,700,174,58,98,3,14392,61,339,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Hoffenheim","Bundesliga","opponent",31,34,16873,15142,1660,412,35,152,751,712,207,94,73,1,13279,71,324,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
2020,"Inter","Serie A","team",29,38,20842,18974,1772,469,20,243,790,704,235,92,65,1,17232,96,348,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
2020,"Inter","Serie A","opponent",29,38,17809,15956,1823,627,19,194,720,608,167,66,54,1,14365,30,316,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
2020,"Juventus","Serie A","team",30,38,23408,21548,1787,509,54,209,698,713,235,74,105,1,20149,73,299,"https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats"
2020,"Juventus","Serie A","opponent",30,38,16896,14994,1850,547,23,243,613,673,184,73,53,0,13534,52,325,"https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats"
2020,"Köln","Bundesliga","team",29,34,15108,13248,1785,475,33,106,708,735,175,77,79,2,11195,75,315,"https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats"
2020,"Köln","Bundesliga","opponent",29,34,17500,15523,1933,536,28,112,608,846,200,94,78,2,13651,44,351,"https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats"
2020,"Lazio","Serie A","team",27,38,19415,17695,1649,449,63,186,741,610,218,72,102,0,15875,71,327,"https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats"
2020,"Lazio","Serie A","opponent",27,38,19233,17465,1723,493,19,173,615,624,173,80,66,0,15858,45,322,"https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats"
2020,"Lecce","Serie A","team",30,38,17104,15195,1842,563,16,208,711,600,182,15,27,1,13640,67,336,"https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats"
2020,"Lecce","Serie A","opponent",30,38,21240,19394,1775,502,52,188,874,637,275,100,122,1,17729,71,313,"https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats"
2020,"Leganés","La Liga","team",29,38,14838,12774,1989,565,20,160,771,886,157,42,83,3,10336,75,296,"https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats"
2020,"Leganés","La Liga","opponent",29,38,19534,17372,2094,632,23,273,636,920,153,63,49,1,15049,68,294,"https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats"
2020,"Leicester City","Premier League","team",24,38,21800,19817,1919,495,68,126,779,883,221,70,100,7,17600,64,368,"https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats"
2020,"Leicester City","Premier League","opponent",24,38,16545,14485,1995,448,43,184,647,974,175,104,49,7,12319,65,403,"https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats"
2020,"Levante","La Liga","team",29,38,16332,14321,1930,548,34,227,697,749,189,91,42,6,12415,81,335,"https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats"
2020,"Levante","La Liga","opponent",29,38,17798,15792,1920,508,36,194,854,803,219,78,87,4,13838,86,286,"https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats"
2020,"Leverkusen","Bundesliga","team",24,34,22954,21080,1782,475,40,124,713,782,215,127,68,2,19042,92,368,"https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats"
2020,"Leverkusen","Bundesliga","opponent",24,34,13325,11567,1669,462,63,92,488,712,129,63,49,2,9475,89,330,"https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats"
2020,"Lille","Ligue 1","team",25,28,14278,12765,1453,387,47,113,528,657,154,61,70,1,11263,60,259,"https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats"
2020,"Lille","Ligue 1","opponent",25,28,12826,11326,1464,419,21,119,433,636,113,46,53,3,9861,36,244,"https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats"
2020,"Liverpool","Premier League","team",24,38,25891,23952,1886,440,68,283,896,879,257,63,125,2,21276,53,343,"https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats"
2020,"Liverpool","Premier League","opponent",24,38,15242,13360,1740,364,54,135,551,742,160,77,47,3,10923,142,292,"https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats"
2020,"Lyon","Ligue 1","team",27,28,15983,14622,1335,353,39,114,495,604,129,68,27,1,13273,26,218,"https://fbref.com/en/squads/d53c0b06/2019-2020/Lyon-Stats"
2020,"Lyon","Ligue 1","opponent",27,28,12551,11178,1330,338,24,94,437,555,121,47,44,1,9800,43,193,"https://fbref.com/en/squads/d53c0b06/2019-2020/Lyon-Stats"
2020,"Mainz 05","Bundesliga","team",25,34,13997,12153,1774,435,38,108,615,751,174,74,89,1,10245,70,249,"https://fbref.com/en/squads/a224b06a/2019-2020/Mainz-05-Stats"
