"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
2019,"Wolves","Premier League","John Ruddy","ENG","GK","31",1986,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/da8b19e2/John-Ruddy"
2020,"Alavés","La Liga","Fernando Pacheco","ESP","GK","27",1992,27,27,2358,26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,0,27.3,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
2020,"Alavés","La Liga","Roberto","ESP","GK","33",1986,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25,3,3,0,0,0,"https://fbref.com/en/players/ba3ca78f/Roberto"
2020,"Alavés","La Liga","Antonio Sivera","ESP","GK","22",1996,3,3,270,3,3,1,5,2,60,1,1,1,1,33.3,1,1,0,0,0,"https://fbref.com/en/players/9970da54/Antonio-Sivera"
2020,"Amiens","Ligue 1","Régis Gurtner","FRA","GK","32",1986,28,28,2520,28,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,0,"https://fbref.com/en/players/bc270726/Regis-Gurtner"
2020,"Angers","Ligue 1","Ludovic Butelle","FRA","GK","36",1983,26,26,2340,26,32,1.23,83,51,65.1,10,6,10,11,42.3,3,3,0,0,0,"https://fbref.com/en/players/26975a92/Ludovic-Butelle"
2020,"Angers","Ligue 1","Danijel Petković","MNE","GK","26",1993,2,2,180,2,1,0.5,7,6,85.7,1,0,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/b98cea65/Danijel-Petkovic"
2020,"Arsenal","Premier League","Bernd Leno","GER","GK","27",1992,30,30,2649,29.4,39,1.33,151,111,78.1,9,13,8,7,23.3,7,6,1,0,14.3,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
2020,"Arsenal","Premier League","Emiliano Martínez","ARG","GK","26",1992,9,8,771,8.6,9,1.05,42,33,81,5,1,2,3,37.5,1,1,0,0,0,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
2020,"Aston Villa","Premier League","Tom Heaton","ENG","GK","33",1986,20,20,1794,19.9,35,1.76,102,68,68.6,6,3,11,4,20,3,3,0,0,0,"https://fbref.com/en/players/a6de6361/Tom-Heaton"
2020,"Aston Villa","Premier League","Ørjan Nyland","NOR","GK","28",1990,7,5,539,6,12,2,27,15,55.6,0,2,3,1,20,0,0,0,0,NA,"https://fbref.com/en/players/bdedffac/Orjan-Nyland"
2020,"Aston Villa","Premier League","Pepe Reina","ESP","GK","36",1982,12,12,1080,12,20,1.67,53,32,66,3,3,6,2,16.7,3,2,1,0,33.3,"https://fbref.com/en/players/e358587b/Pepe-Reina"
2020,"Aston Villa","Premier League","Jed Steer","ENG","GK","26",1992,1,1,7,0.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a8a3d139/Jed-Steer"
2020,"Atalanta","Serie A","Pierluigi Gollini","ITA","GK","24",1995,33,33,2884,32,42,1.31,120,81,70,19,9,5,8,24.2,6,6,0,0,0,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
2020,"Atalanta","Serie A","Francesco Rossi","ITA","GK","28",1991,1,0,11,0.1,1,8.18,1,0,0,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
2020,"Atalanta","Serie A","Marco Sportiello","ITA","GK","27",1992,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40,0,0,0,0,NA,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
2020,"Athletic Club","La Liga","Iago Herrerín","ESP","GK","31",1988,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/9109185e/Iago-Herrerin"
2020,"Athletic Club","La Liga","Unai Simón","ESP","GK","22",1997,34,34,2991,33.2,29,0.87,109,82,78,13,9,12,12,35.3,7,5,0,2,0,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
2020,"Atlético Madrid","La Liga","Antonio Adán","ESP","GK","32",1987,1,0,25,0.3,0,0,1,1,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/65d62814/Antonio-Adan"
2020,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","26",1993,38,38,3395,37.7,27,0.72,111,87,78.4,18,16,4,17,44.7,4,3,0,1,0,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
2020,"Augsburg","Bundesliga","Tomáš Koubek","CZE","GK","26",1992,24,24,2160,24,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,0,100,"https://fbref.com/en/players/dc366c36/Tomas-Koubek"
2020,"Augsburg","Bundesliga","Andreas Luthe","GER","GK","32",1987,10,10,900,10,12,1.2,33,22,63.6,3,3,4,3,30,0,0,0,0,NA,"https://fbref.com/en/players/7fe12375/Andreas-Luthe"
2020,"Barcelona","La Liga","Neto","BRA","GK","30",1989,2,2,180,2,2,1,3,1,33.3,1,1,0,1,50,0,0,0,0,NA,"https://fbref.com/en/players/a9dc785c/Neto"
2020,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","27",1992,36,36,3240,36,36,1,116,79,74.1,24,6,6,14,38.9,7,6,1,0,14.3,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
2020,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","33",1986,33,33,2970,33,31,0.94,110,79,74.5,25,4,4,15,45.5,4,3,1,0,25,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
2020,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","30",1988,2,2,90,1,1,1,3,2,66.7,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
2020,"Betis","La Liga","Daniel Martín","ESP","GK","21",1998,6,5,531,5.9,12,2.03,24,12,50,1,0,4,1,20,0,0,0,0,NA,"https://fbref.com/en/players/4df0dff8/Daniel-Martin"
2020,"Betis","La Liga","Joel Robles","ESP","GK","29",1990,33,33,2887,32.1,48,1.5,130,83,71.5,9,11,13,5,15.2,11,11,0,0,0,"https://fbref.com/en/players/cda0b317/Joel-Robles"
2020,"Bologna","Serie A","Angelo da Costa Júnior","BRA","GK","35",1983,1,1,90,1,1,1,2,1,50,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/18736214/Angelo-da-Costa-Junior"
2020,"Bologna","Serie A","Łukasz Skorupski","POL","GK","28",1991,37,37,3330,37,64,1.73,187,123,69,12,10,15,2,5.4,8,6,1,1,14.3,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
2020,"Bordeaux","Ligue 1","Benoît Costil","FRA","GK","32",1987,28,28,2520,28,34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,0,33.3,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
2020,"Bournemouth","Premier League","Aaron Ramsdale","ENG","GK","21",1998,37,37,3330,37,62,1.68,187,124,69.5,9,7,21,5,13.5,6,5,1,0,16.7,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
2020,"Bournemouth","Premier League","Mark Travers","IRL","GK","20",1999,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/fe558029/Mark-Travers"
2020,"Brescia","Serie A","Enrico Alfonso","ITA","GK","31",1988,4,4,279,3.1,4,1.29,11,7,63.6,1,0,3,1,25,0,0,0,0,NA,"https://fbref.com/en/players/95adf1e1/Enrico-Alfonso"
2020,"Brescia","Serie A","Lorenzo Andrenacci","ITA","GK","24",1995,6,5,531,5.9,16,2.71,44,28,63.6,0,1,4,0,0,1,0,0,1,NA,"https://fbref.com/en/players/fe471a89/Lorenzo-Andrenacci"
2020,"Brescia","Serie A","Jesse Joronen","FIN","GK","26",1993,29,29,2610,29,59,2.03,181,124,72.4,5,6,18,5,17.2,10,9,1,0,10,"https://fbref.com/en/players/7f66ea09/Jesse-Joronen"
2020,"Brest","Ligue 1","Gautier Larsonneur","FRA","GK","22",1997,27,27,2398,26.6,34,1.28,132,96,76.5,7,10,10,7,25.9,5,3,2,0,40,"https://fbref.com/en/players/b49729cb/Gautier-Larsonneur"
2020,"Brest","Ligue 1","Donovan Léon","GUF","GK","26",1992,2,1,122,1.4,3,2.21,11,8,81.8,1,0,0,1,100,1,1,0,0,0,"https://fbref.com/en/players/51c83a90/Donovan-Leon"
2020,"Brighton","Premier League","Mathew Ryan","AUS","GK","27",1992,38,38,3420,38,54,1.42,168,116,69,9,14,15,9,23.7,2,2,0,0,0,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
2020,"Burnley","Premier League","Nick Pope","ENG","GK","27",1992,38,38,3420,38,50,1.32,167,117,72.5,15,9,14,15,39.5,5,4,1,0,20,"https://fbref.com/en/players/4b40d9ca/Nick-Pope"
2020,"Cagliari","Serie A","Alessio Cragno","ITA","GK","25",1994,16,16,1440,16,21,1.31,89,68,77.5,2,6,8,3,18.8,2,1,1,0,50,"https://fbref.com/en/players/f554e29b/Alessio-Cragno"
2020,"Cagliari","Serie A","Robin Olsen","SWE","GK","29",1990,17,17,1524,16.9,24,1.42,89,67,77.5,8,5,4,4,23.5,4,4,0,0,0,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
2020,"Cagliari","Serie A","Rafael","BRA","GK","37",1982,6,5,454,5,11,2.18,17,6,47.1,1,1,3,0,0,3,2,0,1,0,"https://fbref.com/en/players/dd06d56c/Rafael"
2020,"Celta Vigo","La Liga","Sergio Álvarez","ESP","GK","32",1986,4,4,180,2,1,0.5,3,2,66.7,1,1,0,1,25,0,0,0,0,NA,"https://fbref.com/en/players/8875b8c9/Sergio-Alvarez"
2020,"Celta Vigo","La Liga","Rubén Blanco","ESP","GK","24",1995,33,33,2960,32.9,43,1.31,135,92,71.9,6,14,13,10,30.3,5,5,0,0,0,"https://fbref.com/en/players/967f34d3/Ruben-Blanco"
2020,"Celta Vigo","La Liga","Iván Villar","ESP","GK","22",1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
2020,"Chelsea","Premier League","Kepa Arrizabalaga","ESP","GK","24",1994,33,33,2970,33,47,1.42,99,54,54.5,18,4,11,8,24.2,2,2,0,0,0,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
2020,"Chelsea","Premier League","Willy Caballero","ARG","GK","37",1981,5,5,450,5,7,1.4,16,10,56.3,2,2,1,1,20,0,0,0,0,NA,"https://fbref.com/en/players/a179d516/Willy-Caballero"
2020,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","32",1987,35,35,3150,35,42,1.2,149,109,71.8,11,9,15,10,28.6,1,0,0,1,NA,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
2020,"Crystal Palace","Premier League","Wayne Hennessey","WAL","GK","32",1987,3,3,270,3,8,2.67,23,15,65.2,0,1,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/76eca7e2/Wayne-Hennessey"
2020,"Dijon","Ligue 1","Rúnar Alex Rúnarsson","ISL","GK","24",1995,11,9,900,10,17,1.7,47,31,63.8,1,2,6,0,0,0,0,0,0,NA,"https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson"
2020,"Dijon","Ligue 1","Alfred Gomis","SEN","GK","25",1993,19,19,1620,18,20,1.11,81,62,76.5,6,7,6,6,31.6,1,1,0,0,0,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
2020,"Dortmund","Bundesliga","Roman Bürki","SUI","GK","28",1990,31,31,2770,30.8,40,1.3,95,58,61.1,19,5,7,12,38.7,3,3,0,0,0,"https://fbref.com/en/players/9d12e142/Roman-Burki"
2020,"Dortmund","Bundesliga","Marwin Hitz","SUI","GK","31",1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100,0,0,0,0,NA,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz"
2020,"Düsseldorf","Bundesliga","Florian Kastenmeier","GER","GK","22",1997,17,17,1530,17,31,1.82,78,49,62.8,2,9,6,2,11.8,3,2,1,0,33.3,"https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier"
2020,"Düsseldorf","Bundesliga","Zack Steffen","USA","GK","24",1995,17,17,1530,17,36,2.12,99,63,64.6,4,3,10,2,11.8,2,1,1,0,50,"https://fbref.com/en/players/42130443/Zack-Steffen"
2020,"Eibar","La Liga","Marko Dmitrović","SRB","GK","27",1992,35,35,3150,35,51,1.46,122,71,61.5,9,9,17,10,28.6,5,4,1,0,20,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
2020,"Eibar","La Liga","Yoel","ESP","GK","30",1988,4,4,270,3,5,1.67,16,10,68.8,2,0,1,1,25,1,0,1,0,100,"https://fbref.com/en/players/61bb7498/Yoel"
2020,"Eint Frankfurt","Bundesliga","Frederik Rønnow","DEN","GK","26",1992,9,9,810,9,14,1.56,49,35,75.5,2,3,4,1,11.1,2,2,0,0,0,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
2020,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","29",1990,22,22,1980,22,38,1.73,105,69,64.8,11,3,8,4,18.2,1,1,0,0,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
2020,"Eint Frankfurt","Bundesliga","Felix Wiedwald","GER","GK","29",1990,3,3,270,3,8,2.67,20,12,60,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e2d34771/Felix-Wiedwald"
2020,"Espanyol","La Liga","Diego López","ESP","GK","37",1981,36,36,3232,35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,0,14.3,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
2020,"Espanyol","La Liga","Oier Olazábal","ESP","GK","29",1989,2,2,180,2,0,0,3,3,100,1,1,0,2,100,0,0,0,0,NA,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal"
2020,"Everton","Premier League","Jordan Pickford","ENG","GK","25",1994,38,38,3420,38,56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
2020,"Fiorentina","Serie A","Federico Brancolini","ITA","GK","18",2001,1,0,6,0.1,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/d4890c25/Federico-Brancolini"
2020,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","21",1997,31,31,2790,31,43,1.39,139,94,73.4,7,12,12,8,25.8,8,6,2,0,25,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
2020,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","29",1990,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,0,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
2020,"Freiburg","Bundesliga","Mark Flekken","NED","GK","26",1993,10,10,900,10,14,1.4,69,55,79.7,4,3,3,3,30,1,0,0,1,NA,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
2020,"Freiburg","Bundesliga","Alexander Schwolow","GER","GK","27",1992,24,24,2091,23.2,32,1.38,118,86,75.4,9,6,9,4,16.7,3,3,0,0,0,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
2020,"Freiburg","Bundesliga","Niclas Thiede","GER","GK","20",1999,1,0,69,0.8,1,1.3,4,3,75,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/cac55e10/Niclas-Thiede"
2020,"Genoa","Serie A","Mattia Perin","ITA","GK","26",1992,21,21,1890,21,38,1.81,103,66,64.1,8,4,9,5,23.8,2,1,0,1,0,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
2020,"Genoa","Serie A","Ionuț Radu","ROU","GK","22",1997,17,17,1530,17,35,2.06,98,64,70.4,2,5,10,2,11.8,7,6,0,1,0,"https://fbref.com/en/players/67f649be/Ionut-Radu"
2020,"Getafe","La Liga","David Soria","ESP","GK","26",1993,38,38,3420,38,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,"https://fbref.com/en/players/8f8c6934/David-Soria"
2020,"Gladbach","Bundesliga","Yann Sommer","SUI","GK","30",1988,34,34,3060,34,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
2020,"Granada","La Liga","Aarón Escandell","ESP","GK","23",1995,3,3,270,3,3,1,14,11,78.6,1,0,2,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/67669ce7/Aaron-Escandell"
2020,"Granada","La Liga","Rui Silva","POR","GK","25",1994,35,35,3150,35,42,1.2,142,99,73.2,15,8,12,12,34.3,5,4,1,0,20,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
2020,"Hellas Verona","Serie A","Boris Radunović","SRB","GK","23",1996,3,3,270,3,8,2.67,15,7,60,1,0,2,1,33.3,2,2,0,0,0,"https://fbref.com/en/players/0dfce079/Boris-Radunovic"
2020,"Hellas Verona","Serie A","Marco Silvestri","ITA","GK","28",1991,35,35,3150,35,43,1.23,159,117,77.4,11,13,11,9,25.7,7,7,0,0,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
2020,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","34",1984,29,29,2547,28.3,46,1.63,143,99,72.7,11,5,13,9,31,7,7,0,0,0,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
2020,"Hertha BSC","Bundesliga","Thomas Kraft","GER","GK","31",1988,4,4,360,4,9,2.25,19,10,52.6,0,3,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/bb25c778/Thomas-Kraft"
2020,"Hertha BSC","Bundesliga","Dennis Smarsch","GER","GK","20",1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/45f6f52b/Dennis-Smarsch"
2020,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","29",1990,30,30,2700,30,49,1.63,146,97,69.9,13,7,10,7,23.3,7,5,2,0,28.6,"https://fbref.com/en/players/47064058/Oliver-Baumann"
2020,"Hoffenheim","Bundesliga","Philipp Pentke","GER","GK","34",1985,4,4,360,4,4,1,21,17,85.7,2,0,2,1,25,1,1,0,0,0,"https://fbref.com/en/players/c41f7379/Philipp-Pentke"
2020,"Inter","Serie A","Samir Handanović","SVN","GK","35",1984,35,35,3150,35,32,0.91,110,78,72.7,22,10,3,13,37.1,3,2,1,0,33.3,"https://fbref.com/en/players/74419746/Samir-Handanovic"
2020,"Inter","Serie A","Daniele Padelli","ITA","GK","33",1985,4,4,270,3,4,1.33,8,4,62.5,2,0,1,1,25,1,1,0,0,0,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
2020,"Juventus","Serie A","Gianluigi Buffon","ITA","GK","41",1978,9,9,810,9,10,1.11,33,23,72.7,7,1,1,1,11.1,2,1,0,1,0,"https://fbref.com/en/players/e40d028b/Gianluigi-Buffon"
2020,"Juventus","Serie A","Carlo Pinsoglio","ITA","GK","29",1990,1,0,19,0.2,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio"
2020,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","29",1990,29,29,2591,28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
2020,"Köln","Bundesliga","Timo Horn","GER","GK","26",1993,34,34,3060,34,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3,"https://fbref.com/en/players/3cd9e95a/Timo-Horn"
2020,"Lazio","Serie A","Thomas Strakosha","ALB","GK","24",1995,38,38,3420,38,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
2020,"Lecce","Serie A","Gabriel","BRA","GK","26",1992,34,34,2997,33.3,76,2.28,227,152,70.9,6,8,20,2,5.9,12,10,2,0,16.7,"https://fbref.com/en/players/f93ed0df/Gabriel"
2020,"Lecce","Serie A","Mauro Vigorito","ITA","GK","29",1990,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25,1,1,0,0,0,"https://fbref.com/en/players/582a251c/Mauro-Vigorito"
2020,"Leganés","La Liga","Iván Cuéllar","ESP","GK","35",1984,27,27,2429,27,33,1.22,99,65,67.7,7,9,11,7,25.9,2,1,1,0,50,"https://fbref.com/en/players/75751c99/Ivan-Cuellar"
2020,"Leganés","La Liga","Juan Soriano","ESP","GK","21",1997,11,11,990,11,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0,"https://fbref.com/en/players/5512b1a9/Juan-Soriano"
2020,"Leicester City","Premier League","Kasper Schmeichel","DEN","GK","32",1986,38,38,3420,38,41,1.08,135,94,75.6,18,8,12,13,34.2,10,8,2,0,20,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel"
2020,"Levante","La Liga","Aitor Fernández","ESP","GK","28",1991,36,36,3240,36,51,1.42,205,153,76.6,12,7,17,5,13.9,5,3,2,0,40,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
2020,"Levante","La Liga","Koke Vegas","ESP","GK","23",1995,2,2,180,2,2,1,10,8,80,2,0,0,1,50,1,0,0,1,NA,"https://fbref.com/en/players/bfb15d99/Koke-Vegas"
2020,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","29",1989,34,34,3060,34,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
2020,"Lille","Ligue 1","Mike Maignan","FRA","GK","24",1995,28,28,2520,28,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
2020,"Liverpool","Premier League","Adrián","ESP","GK","32",1987,11,9,875,9.7,10,1.03,27,17,63,9,0,0,2,22.2,0,0,0,0,NA,"https://fbref.com/en/players/f76e6b4e/Adrian"
2020,"Liverpool","Premier League","Alisson","BRA","GK","26",1992,29,29,2543,28.3,23,0.81,80,58,72.5,23,3,3,13,44.8,1,1,0,0,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
2020,"Lyon","Ligue 1","Anthony Lopes","POR","GK","28",1990,26,26,2340,26,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,1,0,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
2020,"Lyon","Ligue 1","Ciprian Tătărușanu","ROU","GK","33",1986,2,2,180,2,2,1,11,9,81.8,1,0,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu"
2020,"Mainz 05","Bundesliga","Florian Müller","GER","GK","21",1997,13,12,1125,12.5,25,2,66,40,65.2,3,2,7,2,16.7,3,2,1,0,33.3,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
2020,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","24",1994,22,22,1935,21.5,40,1.86,115,75,66.1,8,2,12,3,13.6,2,1,1,0,50,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
2020,"Mallorca","La Liga","Fabricio","ESP","GK","31",1987,2,2,90,1,3,3,6,3,66.7,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/af245161/Fabricio"
2020,"Mallorca","La Liga","Miquel Parera","ESP","GK","23",1996,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f9b42381/Miquel-Parera"
2020,"Mallorca","La Liga","Manolo Reina","ESP","GK","34",1985,36,36,3240,36,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7,"https://fbref.com/en/players/605eb473/Manolo-Reina"
2020,"Manchester City","Premier League","Claudio Bravo","CHI","GK","36",1983,4,3,347,3.9,7,1.82,15,8,53.3,2,0,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/10072610/Claudio-Bravo"
2020,"Manchester City","Premier League","Ederson","BRA","GK","25",1993,35,35,3071,34.1,28,0.82,95,68,73.7,24,3,8,16,45.7,3,3,0,0,0,"https://fbref.com/en/players/3bb7b8b4/Ederson"
2020,"Manchester Utd","Premier League","David de Gea","ESP","GK","28",1990,38,38,3420,38,36,0.95,131,96,74.8,18,12,8,13,34.2,3,3,0,0,0,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
2020,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","34",1985,27,27,2371,26.3,27,1.02,92,67,75,15,8,4,11,40.7,4,4,0,0,0,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
2020,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","36",1982,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0,1,0,1,0,100,"https://fbref.com/en/players/76806215/Yohann-Pele"
2020,"Metz","Ligue 1","Paul Delecroix","FRA","GK","30",1988,2,1,135,1.5,4,2.67,6,2,50,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/2ee1b96b/Paul-Delecroix"
2020,"Metz","Ligue 1","Alexandre Oukidja","ALG","GK","31",1988,27,27,2385,26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,0,"https://fbref.com/en/players/ae7d0ecd/Alexandre-Oukidja"
2020,"Milan","Serie A","Asmir Begović","BIH","GK","32",1987,2,1,129,1.4,3,2.09,7,4,71.4,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
2020,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","20",1999,36,36,3201,35.6,42,1.18,141,96,73,18,9,9,12,33.3,8,4,4,0,50,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
2020,"Milan","Serie A","Pepe Reina","ESP","GK","36",1982,2,2,90,1,1,1,6,4,83.3,1,0,0,0,0,1,0,1,0,100,"https://fbref.com/en/players/e358587b/Pepe-Reina"
2020,"Monaco","Ligue 1","Benjamin Lecomte","FRA","GK","28",1991,28,28,2520,28,44,1.57,134,91,71.6,11,7,10,7,25,6,6,0,0,0,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
2020,"Montpellier","Ligue 1","Dimitry Bertaud","COD","GK","21",1998,3,3,196,2.2,3,1.38,5,2,40,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud"
2020,"Montpellier","Ligue 1","Matis Carvalho","POR","GK","20",1999,1,0,71,0.8,4,5.07,8,5,50,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/8608f269/Matis-Carvalho"
2020,"Montpellier","Ligue 1","Gerónimo Rulli","ARG","GK","27",1992,25,25,2250,25,27,1.08,119,91,79.8,11,7,7,8,32,5,3,2,0,40,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
2020,"Nantes","Ligue 1","Alban Lafont","CIV","GK","20",1999,27,27,2430,27,29,1.07,95,64,72.6,11,4,12,10,37,6,3,2,1,40,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
2020,"Nantes","Ligue 1","Denis Petrić","SRB","GK","31",1988,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/dab1b8dc/Denis-Petric"
