"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att (GK)_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
2019,"Bordeaux","Ligue 1","Gaëtan Poussin","FRA","GK","19",1999,1,0,0,0,0,0,0.2,0.23,0.2,0.23,8,23,34.8,22,2,50,38.4,13,92.3,52.6,22,0,0,0,0,14,"https://fbref.com/en/players/c252c705/Gaetan-Poussin"
2019,"Bournemouth","Premier League","Asmir Begović","BIH","GK","31",1987,24,47,2,0,5,2,34.5,0.32,-10.5,-0.44,129,328,39.3,466,128,42.5,35.9,192,67.7,49.9,365,24,6.6,16,0.67,11.3,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
2019,"Bournemouth","Premier League","Artur Boruc","POL","GK","38",1980,12,18,3,2,1,0,15.9,0.24,-2.1,-0.17,57,167,34.1,236,62,39.8,36.6,112,65.2,48.2,213,4,1.9,9,0.75,14.3,"https://fbref.com/en/players/34ccf6fa/Artur-Boruc"
2019,"Bournemouth","Premier League","Mark Travers","IRL","GK","19",1999,2,5,0,0,0,1,4.7,0.37,0.7,0.35,5,17,29.4,42,13,28.6,30,14,35.7,38,18,0,0,5,2.5,29.8,"https://fbref.com/en/players/fe558029/Mark-Travers"
2019,"Brighton","Premier League","David Button","ENG","GK","29",1989,4,5,2,0,0,0,4.8,0.15,-0.2,-0.06,26,87,29.9,74,9,73,47.7,34,97.1,65.1,55,3,5.5,2,0.5,13.5,"https://fbref.com/en/players/e608ed4c/David-Button"
2019,"Brighton","Premier League","Mathew Ryan","AUS","GK","26",1992,34,55,8,1,5,0,51.2,0.29,-3.8,-0.11,302,735,41.1,702,100,61.7,42.7,324,93.2,58.8,506,17,3.4,11,0.32,11.6,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
2019,"Burnley","Premier League","Joe Hart","ENG","GK","31",1987,19,41,1,1,6,1,36,0.3,-4,-0.21,202,500,40.4,434,50,75.8,49.2,181,94.5,65.2,310,6,1.9,14,0.74,13.3,"https://fbref.com/en/players/cb4f24c6/Joe-Hart"
2019,"Burnley","Premier League","Tom Heaton","ENG","GK","32",1986,19,27,1,1,2,3,22,0.26,-2,-0.1,179,457,39.2,414,45,73.4,48.2,172,89,60.7,333,8,2.4,29,1.53,16.4,"https://fbref.com/en/players/a6de6361/Tom-Heaton"
2019,"Caen","Ligue 1","Brice Samba","FRA","GK","24",1994,38,54,6,4,5,2,65.9,0.31,13.9,0.37,356,772,46.1,913,178,56.7,41.3,316,80.4,54.6,606,37,6.1,16,0.42,11.7,"https://fbref.com/en/players/60d90c55/Brice-Samba"
2019,"Cagliari","Serie A","Alessio Cragno","ITA","GK","24",1994,38,54,8,2,4,2,61.5,0.26,9.5,0.25,337,722,46.7,884,175,48.6,36.9,369,79.1,53.6,646,25,3.9,31,0.82,12.8,"https://fbref.com/en/players/f554e29b/Alessio-Cragno"
2019,"Cardiff City","Premier League","Neil Etheridge","PHI","GK","28",1990,38,69,4,1,12,0,68.2,0.3,-0.8,-0.02,337,1076,31.3,876,51,86.6,53.9,319,99.4,65.6,536,15,2.8,46,1.21,15.4,"https://fbref.com/en/players/2642bf6c/Neil-Etheridge"
2019,"Celta Vigo","La Liga","Sergio Álvarez","ESP","GK","31",1986,13,22,2,1,2,1,19.1,0.3,-1.9,-0.15,91,237,38.4,330,47,43.9,36.5,128,71.9,52.1,230,8,3.5,7,0.54,12.9,"https://fbref.com/en/players/8875b8c9/Sergio-Alvarez"
2019,"Celta Vigo","La Liga","Rubén Blanco","ESP","GK","23",1995,25,40,4,3,3,0,40.7,0.34,0.7,0.03,166,432,38.4,595,114,44.5,38,220,75.9,56.8,351,12,3.4,30,1.2,15.6,"https://fbref.com/en/players/967f34d3/Ruben-Blanco"
2019,"Chelsea","Premier League","Kepa Arrizabalaga","ESP","GK","23",1994,36,39,1,0,6,0,36.5,0.29,-2.5,-0.07,114,230,49.6,903,156,15.7,25.9,256,34.4,36.5,369,14,3.8,35,0.97,18.1,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
2019,"Chelsea","Premier League","Willy Caballero","ARG","GK","36",1981,2,0,0,0,0,0,0.3,0.11,0.3,0.16,9,20,45,47,9,19.1,29.5,16,68.8,46.6,26,2,7.7,0,0,5.8,"https://fbref.com/en/players/a179d516/Willy-Caballero"
2019,"Chievo","Serie A","Andrea Seculin","ITA","GK","28",1990,1,7,0,0,1,0,4.7,0.4,-2.3,-2.26,6,13,46.2,19,3,52.6,37.1,5,60,47,6,0,0,2,1.98,19.7,"https://fbref.com/en/players/c4f573f4/Andrea-Seculin"
2019,"Chievo","Serie A","Adrian Šemper","CRO","GK","20",1998,6,8,0,0,1,0,8.1,0.26,0.1,0.02,44,115,38.3,143,26,47.6,39.8,52,90.4,55.1,148,11,7.4,3,0.5,9.1,"https://fbref.com/en/players/f02dde20/Adrian-Semper"
2019,"Chievo","Serie A","Stefano Sorrentino","ITA","GK","39",1979,31,60,2,2,6,2,49.6,0.28,-8.4,-0.27,201,462,43.5,603,94,45.8,37,296,62.8,41.6,506,8,1.6,8,0.26,9.6,"https://fbref.com/en/players/048877f5/Stefano-Sorrentino"
2019,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","31",1987,19.5,23,1,0,2,1,20.3,0.23,-1.7,-0.09,123,396,31.1,398,90,56.5,41.4,191,89.5,58.7,317,13,4.1,10,0.51,12.5,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
2019,"Crystal Palace","Premier League","Wayne Hennessey","WAL","GK","31",1987,17.5,26,3,1,4,0,22.8,0.28,-3.2,-0.18,111,342,32.5,373,66,59,43.6,143,85.3,63.1,300,13,4.3,15,0.86,13.6,"https://fbref.com/en/players/76eca7e2/Wayne-Hennessey"
2019,"Crystal Palace","Premier League","Julián Speroni","ARG","GK","39",1979,1,4,0,0,1,0,3.6,0.4,-0.4,-0.37,11,31,35.5,22,3,90.9,53.1,13,84.6,54.9,18,1,5.6,0,0,3.8,"https://fbref.com/en/players/8e65a5e5/Julian-Speroni"
2019,"Dijon","Ligue 1","Rúnar Alex Rúnarsson","ISL","GK","23",1995,25,43,2,2,5,0,33.8,0.32,-9.2,-0.37,166,388,42.8,655,126,36.2,33.7,213,70.9,51.4,326,13,4,45,1.8,18.6,"https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson"
2019,"Dijon","Ligue 1","Bobby Allain","FRA","GK","26",1991,13,17,1,0,2,1,17,0.23,1,0.08,132,283,46.6,333,68,54.4,41,125,81.6,53.9,230,21,9.1,18,1.38,13.1,"https://fbref.com/en/players/8870154f/Bobby-Allain"
2019,"Dortmund","Bundesliga","Roman Bürki","SUI","GK","27",1990,32,40,4,1,6,0,39,0.28,-1,-0.03,140,428,32.7,852,171,33.3,32.9,222,64.9,48.7,425,18,4.2,36,1.13,15.1,"https://fbref.com/en/players/9d12e142/Roman-Burki"
2019,"Dortmund","Bundesliga","Marwin Hitz","SUI","GK","30",1987,2,4,0,0,1,0,2.4,0.4,-1.6,-0.79,6,19,31.6,51,6,25.5,31,13,46.2,43.1,33,1,3,2,1,12,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz"
2019,"Düsseldorf","Bundesliga","Jaroslav Drobný","CZE","GK","38",1979,2,3,0,0,0,0,2.6,0.32,-0.4,-0.19,10,19,52.6,27,5,51.9,39.4,10,50,39.5,16,3,18.8,3,1.5,16.3,"https://fbref.com/en/players/e4a30d8c/Jaroslav-Drobny"
2019,"Düsseldorf","Bundesliga","Michael Rensing","GER","GK","34",1984,32,62,7,1,7,0,54.3,0.3,-7.7,-0.24,223,563,39.6,688,147,43.2,36.7,318,83.6,54.9,537,27,5,3,0.09,9.2,"https://fbref.com/en/players/c476b0c0/Michael-Rensing"
2019,"Eibar","La Liga","Marko Dmitrović","SRB","GK","26",1992,24,30,3,2,3,0,27.5,0.28,-2.5,-0.1,199,577,34.5,604,67,71.4,49.9,155,94.2,68.7,271,15,5.5,57,2.38,18.6,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
2019,"Eibar","La Liga","Asier Riesgo","ESP","GK","34",1983,14,20,0,0,0,1,16.6,0.36,-2.4,-0.17,126,278,45.3,308,41,65.6,44.6,80,95,62.1,132,5,3.8,27,1.93,18.1,"https://fbref.com/en/players/581c5276/Asier-Riesgo"
2019,"Eint Frankfurt","Bundesliga","Frederik Rønnow","DEN","GK","25",1992,1.4,0,0,0,0,0,0.7,0.1,0.7,0.52,20,40,50,42,3,66.7,44.6,13,92.3,59.9,16,1,6.3,0,0,9,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
2019,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","28",1990,32.6,48,1,1,5,1,43.4,0.28,-3.6,-0.11,330,705,46.8,982,104,53.1,38.3,222,82.9,56.6,441,19,4.3,37,1.13,15.4,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
2019,"Empoli","Serie A","Bartłomiej Drągowski","POL","GK","20",1997,14,24,3,0,3,0,25.7,0.23,1.7,0.12,57,198,28.8,333,91,35.7,34.3,153,51.6,45.2,237,10,4.2,22,1.57,14.7,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
2019,"Empoli","Serie A","Ivan Provedel","ITA","GK","24",1994,16,36,3,0,4,1,29.3,0.26,-5.7,-0.36,73,185,39.5,361,103,35.5,34.5,123,46.3,40,279,12,4.3,8,0.5,12.2,"https://fbref.com/en/players/277da414/Ivan-Provedel"
2019,"Empoli","Serie A","Pietro Terracciano","ITA","GK","28",1990,8,10,0,0,1,1,9.4,0.27,0.4,0.05,26,71,36.6,168,36,32.7,31.7,71,22.5,31.5,112,1,0.9,3,0.38,10.9,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
2019,"Espanyol","La Liga","Diego López","ESP","GK","36",1981,38,50,6,5,7,2,51.8,0.27,3.8,0.1,226,562,40.2,868,133,39.9,35.4,333,64.9,47.6,674,24,3.6,19,0.5,12.3,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
2019,"Everton","Premier League","Jordan Pickford","ENG","GK","24",1994,38,46,2,2,9,2,45.3,0.3,1.3,0.03,253,724,34.9,979,152,54,42.3,291,67,53.7,431,14,3.2,40,1.05,17.3,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
2019,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","20",1997,2.5,2,0,0,0,0,2.1,0.27,0.1,0.05,20,52,38.5,74,10,47.3,38.1,31,54.8,42.4,29,0,0,1,0.4,9.9,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
2019,"Fiorentina","Serie A","Alban Lafont","CIV","GK","19",1999,33.5,40,5,1,5,3,32.7,0.21,-4.3,-0.13,158,436,36.2,750,164,39.6,36.2,262,53.1,42.8,522,15,2.9,29,0.87,14.2,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
2019,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","28",1990,2,3,0,0,0,0,2.7,0.24,-0.3,-0.15,6,23,26.1,53,16,34,32,11,45.5,36.9,32,1,3.1,5,2.5,17.2,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
2019,"Freiburg","Bundesliga","Mark Flekken","NED","GK","25",1993,1,1,0,0,0,0,0.9,0.18,-0.1,-0.11,5,11,45.5,24,1,37.5,38.1,5,40,44.6,7,0,0,0,0,15.5,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
2019,"Freiburg","Bundesliga","Alexander Schwolow","GER","GK","26",1992,33,60,7,0,11,0,57.2,0.31,-2.8,-0.09,258,636,40.6,940,142,39.8,36.7,330,79.4,59.4,545,13,2.4,29,0.88,14.8,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
2019,"Frosinone","Serie A","Francesco Bardi","ITA","GK","26",1992,3,5,0,1,0,0,3.8,0.32,-1.2,-0.41,13,40,32.5,59,15,49.2,36.1,15,73.3,50.9,34,3,8.8,0,0,7,"https://fbref.com/en/players/0acda699/Francesco-Bardi"
2019,"Frosinone","Serie A","Marco Sportiello","ITA","GK","26",1992,35,64,5,2,8,1,54.7,0.25,-8.3,-0.24,178,532,33.5,882,222,36.4,34.8,341,61.9,47.5,584,20,3.4,21,0.6,13.8,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
2019,"Fulham","Premier League","Marcus Bettinelli","ENG","GK","26",1992,7,20,1,0,1,0,17.5,0.39,-2.5,-0.36,64,143,44.8,176,32,49.4,37.3,67,83.6,53.9,129,1,0.8,11,1.57,16,"https://fbref.com/en/players/0d85a4e8/Marcus-Bettinelli"
2019,"Fulham","Premier League","Fabricio","ESP","GK","30",1987,2,5,0,1,0,0,4.3,0.21,-0.7,-0.36,16,28,57.1,47,14,40.4,35.4,14,64.3,44,29,2,6.9,3,1.5,13.6,"https://fbref.com/en/players/af245161/Fabricio"
2019,"Fulham","Premier League","Sergio Rico","ESP","GK","24",1993,29,56,4,0,9,2,50.6,0.29,-3.4,-0.12,252,606,41.6,611,91,61.4,41.9,275,84,55.6,471,6,1.3,28,0.97,14.3,"https://fbref.com/en/players/5f0241b2/Sergio-Rico"
2019,"Genoa","Serie A","Jandrei","BRA","GK","25",1993,1,1,0,0,1,0,0.9,0.34,-0.1,-0.09,12,23,52.2,26,3,69.2,44.2,6,83.3,54,10,0,0,1,1,25,"https://fbref.com/en/players/85ea4399/Jandrei"
2019,"Genoa","Serie A","Federico Marchetti","ITA","GK","35",1983,4,10,0,0,1,1,7.4,0.43,-1.6,-0.39,25,51,49,80,11,40,35.3,34,55.9,46.7,58,0,0,6,1.5,22.1,"https://fbref.com/en/players/f794b426/Federico-Marchetti"
2019,"Genoa","Serie A","Ionuț Radu","ROU","GK","21",1997,33,46,5,0,7,1,45.2,0.27,0.2,0.01,242,698,34.7,661,100,64.8,46.7,294,91.8,61.7,522,14,2.7,14,0.42,11.6,"https://fbref.com/en/players/67f649be/Ionut-Radu"
2019,"Getafe","La Liga","Leandro Chichizola","ARG","GK","28",1990,1,1,0,0,0,0,0.5,0.54,-0.5,-0.46,8,22,36.4,24,3,79.2,50.3,3,100,71.3,7,0,0,0,0,15.5,"https://fbref.com/en/players/8d957256/Leandro-Chichizola"
2019,"Getafe","La Liga","David Soria","ESP","GK","25",1993,37,34,4,1,2,2,39.5,0.26,7.5,0.2,351,941,37.3,808,49,83.7,51.7,279,95,59.2,468,20,4.3,38,1.03,13.8,"https://fbref.com/en/players/8f8c6934/David-Soria"
2019,"Girona","La Liga","Yassine Bounou","MAR","GK","27",1991,31.8,43,6,2,5,1,49.7,0.27,7.7,0.24,182,471,38.6,718,133,40.7,37.1,264,67.8,49.5,439,15,3.4,19,0.6,13.1,"https://fbref.com/en/players/f6798fc3/Yassine-Bounou"
2019,"Girona","La Liga","Gorka Iraizoz","ESP","GK","37",1981,6.2,10,2,0,1,1,11.1,0.26,2.1,0.33,40,106,37.7,167,44,41.9,38.2,64,56.3,43.8,113,4,3.5,3,0.48,9.6,"https://fbref.com/en/players/26f2473f/Gorka-Iraizoz"
2019,"Gladbach","Bundesliga","Yann Sommer","SUI","GK","29",1988,34,42,3,0,3,0,48.2,0.3,6.2,0.18,174,465,37.4,1338,190,26.3,30.5,264,42.8,40,458,26,5.7,33,0.97,13.8,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
2019,"Guingamp","Ligue 1","Marc-Aurèle Caillard","FRA","GK","24",1994,21,34,1,1,3,0,30.9,0.31,-3.1,-0.15,154,380,40.5,369,61,60.7,44.2,173,90.2,59.3,275,15,5.5,4,0.19,9.3,"https://fbref.com/en/players/5ee6e943/Marc-Aurele-Caillard"
2019,"Guingamp","Ligue 1","Karl-Johan Johnsson","SWE","GK","28",1990,17,34,2,1,1,0,25.1,0.29,-8.9,-0.52,151,344,43.9,360,62,62.5,44.4,131,90.8,60.4,208,11,5.3,7,0.41,11.8,"https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson"
2019,"Hannover 96","Bundesliga","Michael Esser","GER","GK","30",1987,32,66,5,1,10,1,60.8,0.26,-4.2,-0.13,299,609,49.1,943,144,46.2,36.9,295,58.6,43.3,551,24,4.4,38,1.19,14.6,"https://fbref.com/en/players/83e0eeb4/Michael-Esser"
2019,"Hannover 96","Bundesliga","Samuel Şahin-Radlinger","AUT","GK","25",1992,1,2,0,0,0,0,1.3,0.36,-0.7,-0.66,9,15,60,18,3,44.4,38.3,8,87.5,58,8,1,12.5,4,4,20.7,"https://fbref.com/en/players/e385200c/Samuel-Sahin-Radlinger"
2019,"Hannover 96","Bundesliga","Philipp Tschauner","GER","GK","32",1985,1,3,1,0,0,0,3,0.33,0,-0.04,2,9,22.2,21,3,33.3,32,7,28.6,29.3,10,1,10,0,0,3,"https://fbref.com/en/players/73e2f6eb/Philipp-Tschauner"
2019,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","33",1984,30.5,48,2,1,6,2,45.3,0.3,-0.7,-0.02,329,755,43.6,874,97,58.1,40.8,279,88.5,57.7,496,31,6.3,29,0.95,14.2,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
2019,"Hertha BSC","Bundesliga","Thomas Kraft","GER","GK","30",1988,3.5,9,2,0,0,0,6.8,0.32,-2.2,-0.62,40,81,49.4,93,7,58.1,38.8,30,90,56.1,40,2,5,1,0.29,13.3,"https://fbref.com/en/players/bb25c778/Thomas-Kraft"
2019,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","28",1990,33,51,6,1,4,1,47.5,0.26,-2.5,-0.08,164,397,41.3,1036,191,28.8,29.3,248,39.9,39.4,441,14,3.2,58,1.76,18,"https://fbref.com/en/players/47064058/Oliver-Baumann"
2019,"Hoffenheim","Bundesliga","Gregor Kobel","SUI","GK","20",1997,1,1,1,0,0,0,1.6,0.1,0.6,0.62,14,27,51.9,37,3,59.5,44.6,5,100,64.4,21,1,4.8,2,2,15.5,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
2019,"Huddersfield","Premier League","Joel Coleman","ENG","GK","22",1995,1,1,0,0,0,0,0.5,0.18,-0.5,-0.47,7,29,24.1,31,0,74.2,48.3,6,100,65.7,12,1,8.3,1,1,15.8,"https://fbref.com/en/players/b73e459a/Joel-Coleman"
2019,"Huddersfield","Premier League","Ben Hamer","ENG","GK","30",1987,6.1,21,3,2,1,1,18.5,0.37,-1.5,-0.25,57,155,36.8,151,12,73.5,48.9,52,84.6,56.3,69,5,7.2,4,0.65,12.8,"https://fbref.com/en/players/d822a850/Ben-Hamer"
2019,"Huddersfield","Premier League","Jonas Lössl","DEN","GK","29",1989,30.9,54,4,1,6,0,42.1,0.27,-11.9,-0.39,275,631,43.6,880,97,52.3,40.7,223,76.7,55.6,345,24,7,29,0.94,13.3,"https://fbref.com/en/players/939bc634/Jonas-Lossl"
2019,"Huesca","La Liga","Aleksandar Jovanović","SRB","GK","25",1992,12,19,2,1,1,1,17.1,0.33,-0.9,-0.08,74,237,31.2,252,23,64.3,44.6,80,93.8,60.8,140,2,1.4,4,0.33,11.3,"https://fbref.com/en/players/129dd8e7/Aleksandar-Jovanovic"
2019,"Huesca","La Liga","Roberto Santamaría","ESP","GK","33",1985,20,30,6,1,0,1,33.5,0.3,4.5,0.23,219,483,45.3,418,37,78.2,51.2,165,94.5,63.4,309,5,1.6,7,0.35,11.6,"https://fbref.com/en/players/bca21ef3/Roberto-Santamaria"
2019,"Huesca","La Liga","Axel Werner","ARG","GK","22",1996,6,16,1,0,0,1,10.9,0.31,-4.1,-0.69,39,131,29.8,112,15,65.2,43.8,65,89.2,59.1,76,0,0,1,0.17,10.5,"https://fbref.com/en/players/c0b1a6da/Axel-Werner"
2019,"Inter","Serie A","Samir Handanović","SVN","GK","34",1984,38,33,3,1,3,3,33.1,0.24,3.1,0.08,140,299,46.8,901,203,21,27.3,265,41.5,37.1,492,16,3.3,27,0.71,14.5,"https://fbref.com/en/players/74419746/Samir-Handanovic"
2019,"Juventus","Serie A","Mattia Perin","ITA","GK","25",1992,9,8,1,0,1,0,8.4,0.28,0.4,0.05,36,79,45.6,161,39,29.8,31,68,45.6,40,116,2,1.7,3,0.33,10.1,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
2019,"Juventus","Serie A","Carlo Pinsoglio","ITA","GK","28",1990,1,2,0,1,0,0,1,0.32,-1,-1.03,6,10,60,22,6,22.7,30.8,14,35.7,35.8,15,0,0,0,0,5,"https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio"
2019,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","28",1990,28,20,1,0,3,1,25.1,0.29,6.1,0.22,140,255,54.9,537,122,32,32.7,205,40.5,38.9,358,9,2.5,27,0.96,15.7,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
2019,"Lazio","Serie A","Guido Guerrieri","ITA","GK","22",1996,1,3,0,0,1,0,2,0.5,-1,-1,2,8,25,26,8,15.4,27.3,9,44.4,40.7,16,0,0,2,2,16,"https://fbref.com/en/players/77e401c7/Guido-Guerrieri"
2019,"Lazio","Serie A","Silvio Proto","BEL","GK","35",1983,2,4,0,0,0,0,4.2,0.33,0.2,0.1,17,35,48.6,42,5,50,41.4,22,63.6,47,37,1,2.7,2,1,19.2,"https://fbref.com/en/players/c8a88acd/Silvio-Proto"
2019,"Lazio","Serie A","Thomas Strakosha","ALB","GK","23",1995,35,39,5,2,4,3,43.7,0.29,7.7,0.22,173,452,38.3,848,170,39.9,34.8,243,46.9,41.4,476,11,2.3,27,0.77,15.9,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
2019,"Leganés","La Liga","Iván Cuéllar","ESP","GK","34",1984,33.9,38,2,2,2,1,36.9,0.31,-0.1,0,312,764,40.8,803,93,64.5,46.4,274,89.8,60.7,542,27,5,28,0.82,13.4,"https://fbref.com/en/players/75751c99/Ivan-Cuellar"
2019,"Leganés","La Liga","Andriy Lunin","UKR","GK","19",1999,4.1,5,1,0,1,0,6.3,0.23,1.3,0.31,32,70,45.7,91,19,49.5,39.8,33,75.8,56.5,43,1,2.3,2,0.49,15.7,"https://fbref.com/en/players/3061e1ec/Andriy-Lunin"
2019,"Leicester City","Premier League","Kasper Schmeichel","DEN","GK","31",1986,38,48,5,0,4,0,40,0.26,-8,-0.21,282,639,44.1,935,127,44.3,37.7,310,72.6,52.3,534,12,2.2,25,0.66,12.5,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel"
2019,"Levante","La Liga","Aitor Fernández","ESP","GK","27",1991,16,24,4,0,3,1,25.8,0.27,2.8,0.17,89,252,35.3,295,83,47.8,39.4,162,68.5,49.1,224,5,2.2,17,1.06,14.6,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
2019,"Levante","La Liga","Oier Olazábal","ESP","GK","28",1989,21,40,4,1,3,1,40.7,0.27,1.7,0.08,116,318,36.5,351,97,48.7,40.5,224,65.6,47.5,363,14,3.9,14,0.67,11.8,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal"
2019,"Levante","La Liga","Koke Vegas","ESP","GK","22",1995,1,2,0,0,0,0,2.5,0.31,0.5,0.48,2,7,28.6,16,4,43.8,34.8,8,0,28,8,0,0,1,1,16.5,"https://fbref.com/en/players/bfb15d99/Koke-Vegas"
2019,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","28",1989,32,47,3,2,9,2,38.2,0.27,-6.8,-0.21,199,438,45.4,1160,162,29.1,31.8,193,52.3,41.6,401,10,2.5,51,1.59,18.5,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
2019,"Leverkusen","Bundesliga","Ramazan Özcan","AUT","GK","34",1984,2,5,1,0,1,1,4.9,0.24,0.9,0.43,12,38,31.6,54,7,53.7,40.5,14,64.3,47.8,23,1,4.3,2,1,10.9,"https://fbref.com/en/players/a165a577/Ramazan-Ozcan"
2019,"Lille","Ligue 1","Mike Maignan","FRA","GK","23",1995,38,33,6,1,4,0,39,0.25,6,0.16,177,557,31.8,840,189,42,36.2,273,74.7,53.5,497,29,5.8,44,1.16,16.5,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
2019,"Liverpool","Premier League","Alisson","BRA","GK","25",1992,38,22,0,0,5,0,27.2,0.29,5.2,0.14,129,311,41.5,1072,212,20.1,28.8,216,44,41.3,385,16,4.2,59,1.55,16.6,"https://fbref.com/en/players/7a2e46a8/Alisson"
2019,"Lyon","Ligue 1","Mathieu Gorgelin","FRA","GK","27",1990,4,5,0,1,1,0,3.7,0.25,-1.3,-0.33,11,21,52.4,83,24,10.8,24.2,29,41.4,39.1,46,0,0,9,2.25,16.7,"https://fbref.com/en/players/4d3e9033/Mathieu-Gorgelin"
2019,"Lyon","Ligue 1","Anthony Lopes","POR","GK","27",1990,34,42,5,1,3,3,35.9,0.24,-3.1,-0.09,127,306,41.5,820,169,27.1,30.4,250,33.6,37.7,395,13,3.3,30,0.88,15.2,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
2019,"Mainz 05","Bundesliga","Florian Müller","GER","GK","20",1997,24,43,3,0,6,0,39,0.3,-4,-0.17,157,424,37,629,105,42.3,37.7,205,77.1,55.1,356,12,3.4,25,1.04,15,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
2019,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","23",1994,10,14,0,1,2,0,12.8,0.26,-1.2,-0.12,46,172,26.7,252,55,40.1,36.1,88,80.7,60.4,166,10,6,12,1.2,14.5,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
2019,"Manchester City","Premier League","Ederson","BRA","GK","24",1993,38,23,4,1,5,0,23.3,0.25,0.3,0.01,98,239,41,919,188,17.1,26.8,189,43.4,42.9,282,19,6.7,41,1.08,16.9,"https://fbref.com/en/players/3bb7b8b4/Ederson"
2019,"Manchester Utd","Premier League","David de Gea","ESP","GK","27",1990,38,54,6,2,7,3,49.9,0.26,-1.1,-0.03,265,620,42.7,769,153,46.6,38.2,332,78.9,54.6,524,9,1.7,25,0.66,13.4,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
2019,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","33",1985,30.4,40,6,0,2,0,35.2,0.26,-4.8,-0.16,158,417,37.9,789,130,39.8,35.7,192,53.6,43.6,329,17,5.2,27,0.89,14.6,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
2019,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","35",1982,7.6,12,4,1,0,0,10.7,0.24,-1.3,-0.17,38,76,50,185,41,28.1,30.6,57,42.1,37.5,85,4,4.7,9,1.19,15,"https://fbref.com/en/players/76806215/Yohann-Pele"
2019,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","19",1999,34.3,31,3,1,5,1,34.8,0.25,4.8,0.14,146,305,47.9,873,203,20.6,27.5,300,41.7,36.5,546,15,2.7,22,0.64,12.8,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
2019,"Milan","Serie A","Pepe Reina","ESP","GK","35",1982,3.7,5,1,0,0,0,4.2,0.24,-0.8,-0.23,14,40,35,90,18,31.1,32.3,24,50,42.7,51,4,7.8,2,0.55,11.4,"https://fbref.com/en/players/e358587b/Pepe-Reina"
